"Name","Position","Name...ID","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"David Morgan","TE","David Morgan (7147799)",7147799,2500,"Min@Ten 01:00PM ET","Min","David","Morgan","Ten",0,0
"David Reeves","TE","David Reeves (7147810)",7147810,2500,"Cle@Phi 01:00PM ET","Cle","David","Reeves","Phi",0,0
"David Watford","WR","David Watford (7147524)",7147524,3000,"Cle@Phi 01:00PM ET","Phi","David","Watford","Cle",0,0
"De'Anthony Thomas","WR","De'Anthony Thomas (7147601)",7147601,3000,"SD@KC 01:00PM ET","KC","De'Anthony","Thomas","SD",0,0
"DeAndre Carter","WR","DeAndre Carter (7147768)",7147768,3000,"NE@Ari 08:30PM ET","NE","DeAndre","Carter","Ari",0,0
"DeAndre Hopkins","WR","DeAndre Hopkins (7147645)",7147645,8800,"Chi@Hou 01:00PM ET","Hou","DeAndre","Hopkins","Chi",22.49,20.5
"DeAndre Reaves","WR","DeAndre Reaves (7147604)",7147604,3000,"SD@KC 01:00PM ET","SD","DeAndre","Reaves","KC",0,0
"DeAndre Washington","RB","DeAndre Washington (7147348)",7147348,3700,"Oak@NO 01:00PM ET","Oak","DeAndre","Washington","NO",4.32,5.4
"Delanie Walker","TE","Delanie Walker (7147790)",7147790,4500,"Min@Ten 01:00PM ET","Ten","Delanie","Walker","Min",13.8,12
"DeMarco Murray","RB","DeMarco Murray (7147292)",7147292,5300,"Min@Ten 01:00PM ET","Ten","DeMarco","Murray","Min",12.56,10.2
"Demarcus Robinson","WR","Demarcus Robinson (7147605)",7147605,3000,"SD@KC 01:00PM ET","KC","Demarcus","Robinson","SD",0,0
"Demetrius Harris","TE","Demetrius Harris (7147849)",7147849,2500,"SD@KC 01:00PM ET","KC","Demetrius","Harris","SD",0,0
"Denard Robinson","RB","Denard Robinson (7147403)",7147403,3100,"GB@Jax 01:00PM ET","Jax","Denard","Robinson","GB",3.63,0
"Dennis Parks","WR","Dennis Parks (7147532)",7147532,3000,"Cle@Phi 01:00PM ET","Cle","Dennis","Parks","Phi",0,0
"Dennis Pitta","TE","Dennis Pitta (7147854)",7147854,2600,"Buf@Bal 01:00PM ET","Bal","Dennis","Pitta","Buf",7.49,7.3
"Deonte Thompson","WR","Deonte Thompson (7147637)",7147637,3000,"Chi@Hou 01:00PM ET","Chi","Deonte","Thompson","Hou",0,0
"Derek Carr","QB","Derek Carr (7147216)",7147216,7300,"Oak@NO 01:00PM ET","Oak","Derek","Carr","NO",19.84,22.1
"Derek Keaton","WR","Derek Keaton (7147652)",7147652,3000,"Chi@Hou 01:00PM ET","Chi","Derek","Keaton","Hou",0,0
"Derek Watt","RB","Derek Watt (7147362)",7147362,3000,"SD@KC 01:00PM ET","SD","Derek","Watt","KC",0,0
"Derrick Henry","RB","Derrick Henry (7147306)",7147306,4000,"Min@Ten 01:00PM ET","Ten","Derrick","Henry","Min",6.69,8.1
"Deshon Foxx","WR","Deshon Foxx (7147696)",7147696,3000,"Mia@Sea 04:05PM ET","Sea","Deshon","Foxx","Mia",0,0
"DeVante Parker","WR","DeVante Parker (7147695)",7147695,5300,"Mia@Sea 04:05PM ET","Mia","DeVante","Parker","Sea",0,0
"Devin Fuller","WR","Devin Fuller (7147489)",7147489,3000,"TB@Atl 01:00PM ET","Atl","Devin","Fuller","TB",0,0
"Devin Lucien","WR","Devin Lucien (7147766)",7147766,3000,"NE@Ari 08:30PM ET","NE","Devin","Lucien","Ari",0,0
"Devin Smith","WR","Devin Smith (7147552)",7147552,3000,"Cin@NYJ 01:00PM ET","NYJ","Devin","Smith","Cin",0,0
"Devin Street","WR","Devin Street (7147714)",7147714,3000,"NYG@Dal 04:25PM ET","Dal","Devin","Street","NYG",0,0
"Devonta Freeman","RB","Devonta Freeman (7147283)",7147283,6900,"TB@Atl 01:00PM ET","Atl","Devonta","Freeman","TB",16.35,17.3
"Dexter McCluster","RB","Dexter McCluster (7147293)",7147293,3000,"Min@Ten 01:00PM ET","Ten","Dexter","McCluster","Min",0,0
"Dez Bryant","WR","Dez Bryant (7147707)",7147707,8500,"NYG@Dal 04:25PM ET","Dal","Dez","Bryant","NYG",17.95,19
"Dezmin Lewis","WR","Dezmin Lewis (7147627)",7147627,3000,"Buf@Bal 01:00PM ET","Buf","Dezmin","Lewis","Bal",0,0
"Dion Lewis","RB","Dion Lewis (7147460)",7147460,5700,"NE@Ari 08:30PM ET","NE","Dion","Lewis","Ari",0,0
"Dion Sims","TE","Dion Sims (7147892)",7147892,2500,"Mia@Sea 04:05PM ET","Mia","Dion","Sims","Sea",1.81,1.2
"Dobson Collins","WR","Dobson Collins (7147610)",7147610,3000,"Buf@Bal 01:00PM ET","Bal","Dobson","Collins","Buf",0,0
"Dominique Jones","TE","Dominique Jones (7147898)",7147898,2500,"Mia@Sea 04:05PM ET","Mia","Dominique","Jones","Sea",0,0
"Dominique Williams","RB","Dominique Williams (7147329)",7147329,3000,"Cin@NYJ 01:00PM ET","NYJ","Dominique","Williams","Cin",0,0
"Dominique Williams","RB","Dominique Williams (7147329)",7147329,3000,"Cin@NYJ 01:00PM ET","NYJ","Dominique","Williams","Cin",0,0
"Dominique Williams","WR","Dominique Williams (7147602)",7147602,3000,"SD@KC 01:00PM ET","SD","Dominique","Williams","KC",0,0
"Dominique Williams","WR","Dominique Williams (7147602)",7147602,3000,"SD@KC 01:00PM ET","SD","Dominique","Williams","KC",0,0
"Donte Moncrief","WR","Donte Moncrief (7147743)",7147743,6000,"Det@Ind 04:25PM ET","Ind","Donte","Moncrief","Det",15.28,15.8
"Donteea Dye","WR","Donteea Dye (7147492)",7147492,3000,"TB@Atl 01:00PM ET","TB","Donteea","Dye","Atl",0,0
"Dontrelle Inman","WR","Dontrelle Inman (7147589)",7147589,3400,"SD@KC 01:00PM ET","SD","Dontrelle","Inman","KC",5.81,5.4
"Doug Baldwin","WR","Doug Baldwin (7147683)",7147683,6600,"Mia@Sea 04:05PM ET","Sea","Doug","Baldwin","Mia",16.12,14.8
"Doug Martin","RB","Doug Martin (7147277)",7147277,6200,"TB@Atl 01:00PM ET","TB","Doug","Martin","Atl",17.35,13.5
"Dreamius Smith","RB","Dreamius Smith (7147360)",7147360,3000,"SD@KC 01:00PM ET","SD","Dreamius","Smith","KC",0,0
"Drew Brees","QB","Drew Brees (7147213)",7147213,8100,"Oak@NO 01:00PM ET","NO","Drew","Brees","Oak",24.75,20.8
"Drew Stanton","QB","Drew Stanton (7147272)",7147272,5000,"NE@Ari 08:30PM ET","Ari","Drew","Stanton","NE",0,0
"Duke Johnson","RB","Duke Johnson (7147319)",7147319,5100,"Cle@Phi 01:00PM ET","Cle","Duke","Johnson","Phi",11.19,13.1
"Dwayne Allen","TE","Dwayne Allen (7147917)",7147917,3200,"Det@Ind 04:25PM ET","Ind","Dwayne","Allen","Det",9.96,10.9
"Dwayne Harris","WR","Dwayne Harris (7147706)",7147706,3600,"NYG@Dal 04:25PM ET","NYG","Dwayne","Harris","Dal",2.65,2.2
"Dwayne Washington","RB","Dwayne Washington (7147453)",7147453,3000,"Det@Ind 04:25PM ET","Det","Dwayne","Washington","Ind",0,0
"E.J. Bibbs","TE","E.J. Bibbs (7147814)",7147814,2500,"Cle@Phi 01:00PM ET","Cle","E.J.","Bibbs","Phi",0,0
"Ed Williams","WR","Ed Williams (7147664)",7147664,3000,"GB@Jax 01:00PM ET","GB","Ed","Williams","Jax",0,0
"Eddie Lacy","RB","Eddie Lacy (7147402)",7147402,6700,"GB@Jax 01:00PM ET","GB","Eddie","Lacy","Jax",13.98,13.1
"Eddie Royal","WR","Eddie Royal (7147635)",7147635,3200,"Chi@Hou 01:00PM ET","Chi","Eddie","Royal","Hou",6.9,5.2
"EJ Manuel","QB","EJ Manuel (7147233)",7147233,5000,"Buf@Bal 01:00PM ET","Buf","EJ","Manuel","Bal",0,0
"Eli Manning","QB","Eli Manning (7147258)",7147258,7500,"NYG@Dal 04:25PM ET","NYG","Eli","Manning","Dal",18.71,20.7
"Elijhaa Penny","RB","Elijhaa Penny (7147467)",7147467,3000,"NE@Ari 08:30PM ET","Ari","Elijhaa","Penny","NE",0,0
"Eric Decker","WR","Eric Decker (7147540)",7147540,6600,"Cin@NYJ 01:00PM ET","NYJ","Eric","Decker","Cin",15.37,15.2
"Eric Ebron","TE","Eric Ebron (7147923)",7147923,3900,"Det@Ind 04:25PM ET","Det","Eric","Ebron","Ind",9.86,11.4
"Eric Tomlinson","TE","Eric Tomlinson (7147871)",7147871,2500,"Chi@Hou 01:00PM ET","Hou","Eric","Tomlinson","Chi",0,0
"Eric Weems","WR","Eric Weems (7147470)",7147470,3000,"TB@Atl 01:00PM ET","Atl","Eric","Weems","TB",0,0
"Erik Swoope","TE","Erik Swoope (7147920)",7147920,2500,"Det@Ind 04:25PM ET","Ind","Erik","Swoope","Det",0,0
"Evan Spencer","WR","Evan Spencer (7147486)",7147486,3000,"TB@Atl 01:00PM ET","TB","Evan","Spencer","Atl",0,0
"Ezekiel Elliott","RB","Ezekiel Elliott (7147440)",7147440,7300,"NYG@Dal 04:25PM ET","Dal","Ezekiel","Elliott","NYG",17.07,16.9
"Frank Gore","RB","Frank Gore (7147441)",7147441,5500,"Det@Ind 04:25PM ET","Ind","Frank","Gore","Det",10.92,10.8
"Frankie Hammond","WR","Frankie Hammond (7147591)",7147591,3000,"SD@KC 01:00PM ET","KC","Frankie","Hammond","SD",0,0
"Franky Okafor","WR","Franky Okafor (7147773)",7147773,3000,"NE@Ari 08:30PM ET","Ari","Franky","Okafor","NE",0,0
"Freddie Martino","WR","Freddie Martino (7147482)",7147482,3000,"TB@Atl 01:00PM ET","TB","Freddie","Martino","Atl",0,0
"Gabe Holmes","TE","Gabe Holmes (7147833)",7147833,2500,"Oak@NO 01:00PM ET","Oak","Gabe","Holmes","NO",0,0
"Gabe Hughes","TE","Gabe Hughes (7147897)",7147897,2500,"Mia@Sea 04:05PM ET","Mia","Gabe","Hughes","Sea",0,0
"Gannon Sinclair","TE","Gannon Sinclair (7147875)",7147875,2500,"Chi@Hou 01:00PM ET","Chi","Gannon","Sinclair","Hou",0,0
"Garrett Grayson","QB","Garrett Grayson (7147217)",7147217,5000,"Oak@NO 01:00PM ET","NO","Garrett","Grayson","Oak",0,0
"Garrett Griffin","TE","Garrett Griffin (7147839)",7147839,2500,"Oak@NO 01:00PM ET","NO","Garrett","Griffin","Oak",0,0
"Gary Barnidge","TE","Gary Barnidge (7147803)",7147803,4700,"Cle@Phi 01:00PM ET","Cle","Gary","Barnidge","Phi",12.98,12
"Gary Chambers","WR","Gary Chambers (7147626)",7147626,3000,"Buf@Bal 01:00PM ET","Buf","Gary","Chambers","Bal",0,0
"Gavin Escobar","TE","Gavin Escobar (7147904)",7147904,2600,"NYG@Dal 04:25PM ET","Dal","Gavin","Escobar","NYG",2.1,1.5
"Geno Smith","QB","Geno Smith (7147209)",7147209,5000,"Cin@NYJ 01:00PM ET","NYJ","Geno","Smith","Cin",0,0
"Geoff Swaim","TE","Geoff Swaim (7147912)",7147912,2500,"NYG@Dal 04:25PM ET","Dal","Geoff","Swaim","NYG",0,0
"George Winn","RB","George Winn (7147444)",7147444,3000,"Det@Ind 04:25PM ET","Det","George","Winn","Ind",0,0
"Gerald Christian","TE","Gerald Christian (7147933)",7147933,2500,"NE@Ari 08:30PM ET","Ari","Gerald","Christian","NE",0,0
"Geremy Davis","WR","Geremy Davis (7147716)",7147716,3000,"NYG@Dal 04:25PM ET","NYG","Geremy","Davis","Dal",0,0
"Geronimo Allison","WR","Geronimo Allison (7147680)",7147680,3000,"GB@Jax 01:00PM ET","GB","Geronimo","Allison","Jax",0,0
"Giovani Bernard","RB","Giovani Bernard (7147331)",7147331,4800,"Cin@NYJ 01:00PM ET","Cin","Giovani","Bernard","NYJ",10,10.6
"Glenn Gronkowski","RB","Glenn Gronkowski (7147379)",7147379,3000,"Buf@Bal 01:00PM ET","Buf","Glenn","Gronkowski","Bal",0,0
"Glenn Winston","RB","Glenn Winston (7147312)",7147312,3000,"Cle@Phi 01:00PM ET","Cle","Glenn","Winston","Phi",0,0
"Golden Tate","WR","Golden Tate (7147732)",7147732,7300,"Det@Ind 04:25PM ET","Det","Golden","Tate","Ind",18.45,16.7
"Greg Little","WR","Greg Little (7147615)",7147615,3000,"Buf@Bal 01:00PM ET","Buf","Greg","Little","Bal",0,0
"Greg Salas","WR","Greg Salas (7147611)",7147611,3000,"Buf@Bal 01:00PM ET","Buf","Greg","Salas","Bal",3.06,0
"Greg Scruggs","TE","Greg Scruggs (7147868)",7147868,2500,"Chi@Hou 01:00PM ET","Chi","Greg","Scruggs","Hou",0,0
"Griff Whalen","WR","Griff Whalen (7147685)",7147685,3000,"Mia@Sea 04:05PM ET","Mia","Griff","Whalen","Sea",0,0
"Hakeem Valles","TE","Hakeem Valles (7147939)",7147939,2500,"NE@Ari 08:30PM ET","Ari","Hakeem","Valles","NE",0,0
"Harry Douglas","WR","Harry Douglas (7147494)",7147494,3400,"Min@Ten 01:00PM ET","Ten","Harry","Douglas","Min",7.96,3.8
"Harvey Binford","WR","Harvey Binford (7147681)",7147681,3000,"GB@Jax 01:00PM ET","GB","Harvey","Binford","Jax",0,0
"Herb Waters","WR","Herb Waters (7147678)",7147678,3000,"GB@Jax 01:00PM ET","GB","Herb","Waters","Jax",0,0
"Hunter Henry","TE","Hunter Henry (7147852)",7147852,2500,"SD@KC 01:00PM ET","SD","Hunter","Henry","KC",0,3.6
"Hunter Sharp","WR","Hunter Sharp (7147537)",7147537,3000,"Cle@Phi 01:00PM ET","Phi","Hunter","Sharp","Cle",0,0
"Ifeanyi Momah","TE","Ifeanyi Momah (7147932)",7147932,2500,"NE@Ari 08:30PM ET","Ari","Ifeanyi","Momah","NE",0,0
"Isaac Fruechte","WR","Isaac Fruechte (7147505)",7147505,3000,"Min@Ten 01:00PM ET","Min","Isaac","Fruechte","Ten",0,0
"Isaiah Burse","WR","Isaiah Burse (7147599)",7147599,3000,"SD@KC 01:00PM ET","SD","Isaiah","Burse","KC",0,0
"Isaiah Crowell","RB","Isaiah Crowell (7147316)",7147316,4200,"Cle@Phi 01:00PM ET","Cle","Isaiah","Crowell","Phi",8.57,9.1
"Isaiah Pead","RB","Isaiah Pead (7147412)",7147412,3000,"Mia@Sea 04:05PM ET","Mia","Isaiah","Pead","Sea",0,0
"J.D. McKissic","WR","J.D. McKissic (7147488)",7147488,3000,"TB@Atl 01:00PM ET","Atl","J.D.","McKissic","TB",0,0
"J.J. Nelson","WR","J.J. Nelson (7147762)",7147762,3200,"NE@Ari 08:30PM ET","Ari","J.J.","Nelson","NE",0,4
"J.P. Holtz","TE","J.P. Holtz (7147813)",7147813,2500,"Cle@Phi 01:00PM ET","Cle","J.P.","Holtz","Phi",0,0
"Jace Amaro","TE","Jace Amaro (7147824)",7147824,2700,"Cin@NYJ 01:00PM ET","NYJ","Jace","Amaro","Cin",5.44,0
"Jace Billingsley","WR","Jace Billingsley (7147750)",7147750,3000,"Det@Ind 04:25PM ET","Det","Jace","Billingsley","Ind",0,0
"Jack Doyle","TE","Jack Doyle (7147918)",7147918,2500,"Det@Ind 04:25PM ET","Ind","Jack","Doyle","Det",2.34,3.2
"Jacob Tamme","TE","Jacob Tamme (7147774)",7147774,2800,"TB@Atl 01:00PM ET","Atl","Jacob","Tamme","TB",8.68,6.5
"Jacoby Brissett","QB","Jacoby Brissett (7147276)",7147276,5000,"NE@Ari 08:30PM ET","NE","Jacoby","Brissett","Ari",0,0
"Jacquizz Rodgers","RB","Jacquizz Rodgers (7147384)",7147384,3100,"Chi@Hou 01:00PM ET","Chi","Jacquizz","Rodgers","Hou",0,0
"Jaelen Strong","WR","Jaelen Strong (7147654)",7147654,3800,"Chi@Hou 01:00PM ET","Hou","Jaelen","Strong","Chi",3.91,4.6
"Jake Coker","QB","Jake Coker (7147275)",7147275,5000,"NE@Ari 08:30PM ET","Ari","Jake","Coker","NE",0,0
"Jake Heaps","QB","Jake Heaps (7147254)",7147254,5000,"Mia@Sea 04:05PM ET","Sea","Jake","Heaps","Mia",0,0
"Jake Kumerow","WR","Jake Kumerow (7147549)",7147549,3000,"Cin@NYJ 01:00PM ET","Cin","Jake","Kumerow","NYJ",0,0
"Jake Lampman","WR","Jake Lampman (7147584)",7147584,3000,"Oak@NO 01:00PM ET","NO","Jake","Lampman","Oak",0,0
"Jake Rudock","QB","Jake Rudock (7147269)",7147269,5000,"Det@Ind 04:25PM ET","Det","Jake","Rudock","Ind",0,0
"Jakeem Grant","WR","Jakeem Grant (7147699)",7147699,3000,"Mia@Sea 04:05PM ET","Mia","Jakeem","Grant","Sea",0,0
"Jalen Richard","RB","Jalen Richard (7147351)",7147351,3000,"Oak@NO 01:00PM ET","Oak","Jalen","Richard","NO",0,0
"Jalin Marshall","WR","Jalin Marshall (7147558)",7147558,3000,"Cin@NYJ 01:00PM ET","NYJ","Jalin","Marshall","Cin",0,0
"Jalston Fowler","RB","Jalston Fowler (7147296)",7147296,3000,"Min@Ten 01:00PM ET","Ten","Jalston","Fowler","Min",0,0
"Jamaal Charles","RB","Jamaal Charles (7147353)",7147353,7100,"SD@KC 01:00PM ET","KC","Jamaal","Charles","SD",0,0
"Jamal Robinson","WR","Jamal Robinson (7147672)",7147672,3000,"GB@Jax 01:00PM ET","Jax","Jamal","Robinson","GB",0,0
"Jameill Showers","QB","Jameill Showers (7147262)",7147262,5000,"NYG@Dal 04:25PM ET","Dal","Jameill","Showers","NYG",0,0
"Jameis Winston","QB","Jameis Winston (7147189)",7147189,6600,"TB@Atl 01:00PM ET","TB","Jameis","Winston","Atl",18.88,18.5
"Jamel Johnson","WR","Jamel Johnson (7147668)",7147668,3000,"GB@Jax 01:00PM ET","GB","Jamel","Johnson","Jax",0,0
"James Develin","RB","James Develin (7147456)",7147456,3000,"NE@Ari 08:30PM ET","NE","James","Develin","Ari",0,0
"James Hanna","TE","James Hanna (7147903)",7147903,2500,"NYG@Dal 04:25PM ET","Dal","James","Hanna","NYG",0,1.7
"James Jones","WR","James Jones (7147585)",7147585,3500,"SD@KC 01:00PM ET","SD","James","Jones","KC",0,0
"James O'Shaughnessy","TE","James O'Shaughnessy (7147845)",7147845,2500,"SD@KC 01:00PM ET","KC","James","O'Shaughnessy","SD",0,0
"James Starks","RB","James Starks (7147398)",7147398,4800,"GB@Jax 01:00PM ET","GB","James","Starks","Jax",7.85,6
"James White","RB","James White (7147466)",7147466,3600,"NE@Ari 08:30PM ET","NE","James","White","Ari",12.44,11.8
"James Wilder","RB","James Wilder (7147376)",7147376,3000,"Buf@Bal 01:00PM ET","Buf","James","Wilder","Bal",0,0
"James Wright","WR","James Wright (7147545)",7147545,3000,"Cin@NYJ 01:00PM ET","Cin","James","Wright","NYJ",0,0
"Jamize Olawale","RB","Jamize Olawale (7147347)",7147347,3000,"Oak@NO 01:00PM ET","Oak","Jamize","Olawale","NO",0,1
"Jared Abbrederis","WR","Jared Abbrederis (7147665)",7147665,3300,"GB@Jax 01:00PM ET","GB","Jared","Abbrederis","Jax",5.58,1.9
"Jared Cook","TE","Jared Cook (7147878)",7147878,2900,"GB@Jax 01:00PM ET","GB","Jared","Cook","Jax",11.01,9.5
"Jared Dangerfield","WR","Jared Dangerfield (7147571)",7147571,3000,"Oak@NO 01:00PM ET","NO","Jared","Dangerfield","Oak",0,0
"Jarius Wright","WR","Jarius Wright (7147498)",7147498,3000,"Min@Ten 01:00PM ET","Min","Jarius","Wright","Ten",0,5.1
"Jaron Brown","WR","Jaron Brown (7147758)",7147758,3400,"NE@Ari 08:30PM ET","Ari","Jaron","Brown","NE",2.93,0
"Jarrett Boykin","WR","Jarrett Boykin (7147617)",7147617,3000,"Buf@Bal 01:00PM ET","Buf","Jarrett","Boykin","Bal",0,0
"Jarvis Landry","WR","Jarvis Landry (7147693)",7147693,6000,"Mia@Sea 04:05PM ET","Mia","Jarvis","Landry","Sea",16.02,17
"Jason Vander Laan","TE","Jason Vander Laan (7147826)",7147826,2500,"Cin@NYJ 01:00PM ET","NYJ","Jason","Vander Laan","Cin",0,0
"Jason Witten","TE","Jason Witten (7147901)",7147901,4100,"NYG@Dal 04:25PM ET","Dal","Jason","Witten","NYG",12.15,11.1
"Javontee Herndon","WR","Javontee Herndon (7147595)",7147595,3000,"SD@KC 01:00PM ET","SD","Javontee","Herndon","KC",0,0
"Javorius Allen","RB","Javorius Allen (7147375)",7147375,3600,"Buf@Bal 01:00PM ET","Bal","Javorius","Allen","Buf",0,5.1
"Jaxon Shipley","WR","Jaxon Shipley (7147765)",7147765,3000,"NE@Ari 08:30PM ET","Ari","Jaxon","Shipley","NE",0,0
"Jay Ajayi","RB","Jay Ajayi (7147416)",7147416,4200,"Mia@Sea 04:05PM ET","Mia","Jay","Ajayi","Sea",0,0
"Jay Cutler","QB","Jay Cutler (7147235)",7147235,6300,"Chi@Hou 01:00PM ET","Chi","Jay","Cutler","Hou",15.94,15.7
"Jay Lee","WR","Jay Lee (7147744)",7147744,3000,"Det@Ind 04:25PM ET","Det","Jay","Lee","Ind",0,0
"Jay Prosch","RB","Jay Prosch (7147388)",7147388,3000,"Chi@Hou 01:00PM ET","Hou","Jay","Prosch","Chi",0,0
"Jaydon Mickens","WR","Jaydon Mickens (7147581)",7147581,3000,"Oak@NO 01:00PM ET","Oak","Jaydon","Mickens","NO",0,0
"Jeff Cumberland","TE","Jeff Cumberland (7147841)",7147841,2500,"SD@KC 01:00PM ET","SD","Jeff","Cumberland","KC",0,0
"Jeff Janis","WR","Jeff Janis (7147679)",7147679,3700,"GB@Jax 01:00PM ET","GB","Jeff","Janis","Jax",0,0
"Jeff Luc","RB","Jeff Luc (7147330)",7147330,3000,"Cin@NYJ 01:00PM ET","Cin","Jeff","Luc","NYJ",0,0
"Jerell Adams","TE","Jerell Adams (7147910)",7147910,2500,"NYG@Dal 04:25PM ET","NYG","Jerell","Adams","Dal",0,0
"Jeremy Butler","WR","Jeremy Butler (7147631)",7147631,3000,"Buf@Bal 01:00PM ET","Bal","Jeremy","Butler","Buf",0,0
"Jeremy Hill","RB","Jeremy Hill (7147336)",7147336,4600,"Cin@NYJ 01:00PM ET","Cin","Jeremy","Hill","NYJ",9.63,8
"Jeremy Langford","RB","Jeremy Langford (7147391)",7147391,4700,"Chi@Hou 01:00PM ET","Chi","Jeremy","Langford","Hou",11.37,9.9
"Jeremy Maclin","WR","Jeremy Maclin (7147586)",7147586,6500,"SD@KC 01:00PM ET","KC","Jeremy","Maclin","SD",17.26,15.8
"Jeremy Ross","WR","Jeremy Ross (7147543)",7147543,3000,"Cin@NYJ 01:00PM ET","NYJ","Jeremy","Ross","Cin",0,0
"Jerick McKinnon","RB","Jerick McKinnon (7147299)",7147299,4600,"Min@Ten 01:00PM ET","Min","Jerick","McKinnon","Ten",5.03,7.4
"Jermaine Gresham","TE","Jermaine Gresham (7147930)",7147930,2500,"NE@Ari 08:30PM ET","Ari","Jermaine","Gresham","NE",2.59,2.8
"Jermaine Kearse","WR","Jermaine Kearse (7147684)",7147684,3500,"Mia@Sea 04:05PM ET","Sea","Jermaine","Kearse","Mia",7.84,7.5
"Jerome Cunningham","TE","Jerome Cunningham (7147795)",7147795,2500,"Min@Ten 01:00PM ET","Ten","Jerome","Cunningham","Min",0,0
"Jerome Felton","RB","Jerome Felton (7147368)",7147368,3000,"Buf@Bal 01:00PM ET","Buf","Jerome","Felton","Bal",0,0
"Jhurell Pressley","RB","Jhurell Pressley (7147305)",7147305,3000,"Min@Ten 01:00PM ET","Min","Jhurell","Pressley","Ten",0,0
"Jim Dray","TE","Jim Dray (7147855)",7147855,2500,"Buf@Bal 01:00PM ET","Buf","Jim","Dray","Bal",0,1.3
"Jimmy Garoppolo","QB","Jimmy Garoppolo (7147274)",7147274,6200,"NE@Ari 08:30PM ET","NE","Jimmy","Garoppolo","Ari",16.73,18
"Jimmy Graham","TE","Jimmy Graham (7147888)",7147888,3800,"Mia@Sea 04:05PM ET","Sea","Jimmy","Graham","Mia",9.94,8.9
"Joe Banyard","RB","Joe Banyard (7147400)",7147400,3000,"GB@Jax 01:00PM ET","Jax","Joe","Banyard","GB",0,0
"Joe Callahan","QB","Joe Callahan (7147249)",7147249,5000,"GB@Jax 01:00PM ET","GB","Joe","Callahan","Jax",0,0
"Joe Flacco","QB","Joe Flacco (7147228)",7147228,6700,"Buf@Bal 01:00PM ET","Bal","Joe","Flacco","Buf",15.65,16.7
"Joe Licata","QB","Joe Licata (7147211)",7147211,5000,"Cin@NYJ 01:00PM ET","Cin","Joe","Licata","NYJ",0,0
"Joel Stave","QB","Joel Stave (7147193)",7147193,5000,"Min@Ten 01:00PM ET","Min","Joel","Stave","Ten",0,0
"Joey Iosefa","RB","Joey Iosefa (7147464)",7147464,3000,"NE@Ari 08:30PM ET","NE","Joey","Iosefa","Ari",0,0
"John Brown","WR","John Brown (7147760)",7147760,5200,"NE@Ari 08:30PM ET","Ari","John","Brown","NE",13.3,14
"John Crockett","RB","John Crockett (7147409)",7147409,3000,"GB@Jax 01:00PM ET","GB","John","Crockett","Jax",0,0
"John Peters","TE","John Peters (7147827)",7147827,2500,"Cin@NYJ 01:00PM ET","Cin","John","Peters","NYJ",0,0
"Johnny Holton","WR","Johnny Holton (7147583)",7147583,3000,"Oak@NO 01:00PM ET","Oak","Johnny","Holton","NO",0,0
"Jonas Gray","RB","Jonas Gray (7147401)",7147401,3000,"GB@Jax 01:00PM ET","Jax","Jonas","Gray","GB",0,0
"Jonathan Grimes","RB","Jonathan Grimes (7147385)",7147385,3000,"Chi@Hou 01:00PM ET","Hou","Jonathan","Grimes","Chi",0,0
"Jonathan Krause","WR","Jonathan Krause (7147479)",7147479,3000,"TB@Atl 01:00PM ET","TB","Jonathan","Krause","Atl",0,0
"Jonathan Williams","RB","Jonathan Williams (7147381)",7147381,3000,"Buf@Bal 01:00PM ET","Buf","Jonathan","Williams","Bal",0,0
"Jordan Cameron","TE","Jordan Cameron (7147889)",7147889,3000,"Mia@Sea 04:05PM ET","Mia","Jordan","Cameron","Sea",8.32,8.8
"Jordan Howard","RB","Jordan Howard (7147397)",7147397,3700,"Chi@Hou 01:00PM ET","Chi","Jordan","Howard","Hou",4.61,6
"Jordan Leslie","WR","Jordan Leslie (7147478)",7147478,3000,"TB@Atl 01:00PM ET","Atl","Jordan","Leslie","TB",0,0
"Jordan Matthews","WR","Jordan Matthews (7147521)",7147521,6700,"Cle@Phi 01:00PM ET","Phi","Jordan","Matthews","Cle",13.9,15.2
"Jordan Payton","WR","Jordan Payton (7147528)",7147528,3000,"Cle@Phi 01:00PM ET","Cle","Jordan","Payton","Phi",0,0
"Jordan Todman","RB","Jordan Todman (7147445)",7147445,3000,"Det@Ind 04:25PM ET","Ind","Jordan","Todman","Det",0,0
"Jordy Nelson","WR","Jordy Nelson (7147658)",7147658,7700,"GB@Jax 01:00PM ET","GB","Jordy","Nelson","Jax",18.78,14.4
"Josh Ferguson","RB","Josh Ferguson (7147450)",7147450,3500,"Det@Ind 04:25PM ET","Ind","Josh","Ferguson","Det",0,3.6
"Josh Gordon","WR","Josh Gordon (7147520)",7147520,6800,"Cle@Phi 01:00PM ET","Cle","Josh","Gordon","Phi",0,0
"Josh Hill","TE","Josh Hill (7147832)",7147832,2500,"Oak@NO 01:00PM ET","NO","Josh","Hill","Oak",0,2.1
"Josh Huff","WR","Josh Huff (7147522)",7147522,3000,"Cle@Phi 01:00PM ET","Phi","Josh","Huff","Cle",0,3.4
"Josh Johnson","QB","Josh Johnson (7147229)",7147229,5000,"Buf@Bal 01:00PM ET","Bal","Josh","Johnson","Buf",0,0
"Josh Lenz","WR","Josh Lenz (7147640)",7147640,3000,"Chi@Hou 01:00PM ET","Hou","Josh","Lenz","Chi",0,0
