"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Temp.Name","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs","Projection_dfn_floor","Projection_dfn_ceiling","Actual","Week12","FreqInd"
"QB","Josh Johnson (7852119)","Josh Johnson",7852119,5000,"NYG@Pit 04:25PM ET","NYG","Josh","Johnson","Pit",0,0,NA,NA,"Johnson, Josh",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Landry Jones (7852120)","Landry Jones",7852120,5000,"NYG@Pit 04:25PM ET","Pit","Landry","Jones","NYG",0,0,NA,NA,"Jones, Landry",NA,NA,NA,NA,NA,-3.6,9.2,0,NA,1
"QB","Ryan Nassib (7852121)","Ryan Nassib",7852121,5000,"NYG@Pit 04:25PM ET","NYG","Ryan","Nassib","Pit",0,0,NA,NA,"Nassib, Ryan",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Zach Mettenberger (7852122)","Zach Mettenberger",7852122,5000,"NYG@Pit 04:25PM ET","Pit","Zach","Mettenberger","NYG",0,0,NA,NA,"Mettenberger, Zach",NA,NA,NA,NA,NA,0,0,0,NA,0
"QB","Drew Stanton (7852124)","Drew Stanton",7852124,5000,"Was@Ari 04:25PM ET","Ari","Drew","Stanton","Was",0,0,NA,NA,"Stanton, Drew",NA,NA,NA,NA,NA,-3.1,9.6,0,NA,1
"QB","Colt McCoy (7852125)","Colt McCoy",7852125,5000,"Was@Ari 04:25PM ET","Was","Colt","McCoy","Ari",0,0,NA,NA,"McCoy, Colt",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Nate Sudfeld (7852127)","Nate Sudfeld",7852127,5000,"Was@Ari 04:25PM ET","Was","Nate","Sudfeld","Ari",0,0,NA,NA,"Sudfeld, Nate",NA,NA,NA,NA,NA,0,0,0,NA,1
"WR","DeSean Jackson (7852372)","DeSean Jackson",7852372,5000,"Was@Ari 04:25PM ET","Was","DeSean","Jackson","Ari",11.92,13.4,3,0.168141592920354,"Jackson, DeSean",38,76,3,4,3,4.6,19.5,0,24.8,1
"QB","Kellen Clemens (7852128)","Kellen Clemens",7852128,5000,"TB@SD 04:25PM ET","SD","Kellen","Clemens","TB",0,0,NA,NA,"Clemens, Kellen",NA,NA,NA,NA,NA,-0.1,-0.1,0,NA,1
"QB","Mike Glennon (7852130)","Mike Glennon",7852130,5000,"TB@SD 04:25PM ET","TB","Mike","Glennon","SD",0,0,NA,NA,"Glennon, Mike",NA,NA,NA,NA,NA,9,9,0,NA,1
"QB","Ryan Griffin (7852131)","Ryan Griffin",7852131,5000,"TB@SD 04:25PM ET","TB","Ryan","Griffin","SD",0,0,NA,NA,"Griffin, Ryan",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Derek Anderson (7852133)","Derek Anderson",7852133,5000,"Car@Sea 08:30PM ET","Car","Derek","Anderson","Sea",0,0,NA,NA,"Anderson, Derek",NA,NA,NA,NA,NA,0.4,15.2,0,NA,1
"QB","Joe Webb (7852134)","Joe Webb",7852134,5000,"Car@Sea 08:30PM ET","Car","Joe","Webb","Sea",0,0,10,0.0025,"Webb, Joe",1,1,0,10,8,-0.3,1,0,NA,1
"QB","Trevone Boykin (7852137)","Trevone Boykin",7852137,5000,"Car@Sea 08:30PM ET","Sea","Trevone","Boykin","Car",0,0,NA,NA,"Boykin, Trevone",NA,NA,NA,NA,NA,-1.7,6.6,0,NA,1
"RB","Charcandrick West (7852145)","Charcandrick West",7852145,4900,"KC@Atl 01:00PM ET","KC","Charcandrick","West","Atl",6.22,4.6,7,0.0738916256157636,"West, Charcandrick",23,30,0,7,6,2.1,8.7,0,0.8,0
"WR","Sterling Shepard (7852369)","Sterling Shepard",7852369,4900,"NYG@Pit 04:25PM ET","NYG","Sterling","Shepard","Pit",10.36,13.5,2,0.172169811320755,"Shepard, Sterling",46,73,5,2,2,5,18,0,2.2,1
"RB","Tim Hightower (7852146)","Tim Hightower",7852146,4800,"Det@NO 01:00PM ET","NO","Tim","Hightower","Det",11.79,10.5,8,0.041304347826087,"Hightower, Tim",16,19,1,8,7,0.2,16.1,0,18.5,1
"TE","Martellus Bennett (7852419)","Martellus Bennett",7852419,4800,"LA@NE 01:00PM ET","NE","Martellus","Bennett","LA",11.54,9.8,3,0.151898734177215,"Bennett, Martellus",43,60,4,3,1,1.6,22,0,5.6,1
"WR","Tyler Boyd (7852324)","Tyler Boyd",7852324,4800,"Phi@Cin 01:00PM ET","Cin","Tyler","Boyd","Phi",13.47,13.2,3,0.143540669856459,"Boyd, Tyler",39,60,1,3,4,2.5,12.8,0,11.2,0
"RB","Rashad Jennings (7852220)","Rashad Jennings",7852220,4800,"NYG@Pit 04:25PM ET","NYG","Rashad","Jennings","Pit",11.83,11.9,5,0.0660377358490566,"Jennings, Rashad",22,28,0,5,9,5,16.9,0,7.9,1
"TE","Travis Kelce (7852404)","Travis Kelce",7852404,4700,"KC@Atl 01:00PM ET","KC","Travis","Kelce","Atl",14.61,15.2,1,0.20935960591133,"Kelce, Travis",57,85,3,1,2,6.7,21.1,0,21.1,1
"WR","Will Fuller (7852311)","Will Fuller",7852311,4700,"Hou@GB 01:00PM ET","Hou","Will","Fuller","GB",10.66,9.4,2,0.151741293532338,"Fuller, Will",30,61,2,4,3,1.3,20.7,0,10,1
"RB","Rob Kelley (7852235)","Rob Kelley",7852235,4700,"Was@Ari 04:25PM ET","Was","Rob","Kelley","Ari",0,12.6,9,0.0176991150442478,"Kelley, Rob",4,8,1,10,6,-1.4,19.9,0,6.2,1
"WR","Tyreek Hill (7852267)","Tyreek Hill",7852267,4600,"KC@Atl 01:00PM ET","KC","Tyreek","Hill","Atl",12.59,15.8,2,0.140394088669951,"Hill, Tyreek",46,57,5,2,1,3.3,21.5,0,32.5,1
"RB","Mike Gillislee (7852214)","Mike Gillislee",7852214,4600,"Buf@Oak 04:05PM ET","Buf","Mike","Gillislee","Oak",5.77,3.3,9,0.0342679127725857,"Gillislee, Mike",9,11,1,6,3,2,12.9,0,NA,1
"WR","Travis Benjamin (7852384)","Travis Benjamin",7852384,4600,"TB@SD 04:25PM ET","SD","Travis","Benjamin","TB",8.94,8.9,3,0.155555555555556,"Benjamin, Travis",40,63,3,2,4,1.8,20.8,0,1.8,1
"RB","Jacquizz Rodgers (7852238)","Jacquizz Rodgers",7852238,4500,"TB@SD 04:25PM ET","TB","Jacquizz","Rodgers","SD",0,4.1,8,0.0306603773584906,"Rodgers, Jacquizz",10,13,0,8,9,2.4,19.7,0,NA,0
"WR","Mohamed Sanu (7852260)","Mohamed Sanu",7852260,4400,"KC@Atl 01:00PM ET","Atl","Mohamed","Sanu","KC",10.89,12.7,2,0.184415584415584,"Sanu, Mohamed",49,71,3,2,3,3.2,17.9,0,15,1
"WR","Marvin Jones Jr. (7852271)","Marvin Jones Jr.",7852271,4400,"Det@NO 01:00PM ET","Det","Marvin","Jones","NO",12.92,12.7,2,0.216417910447761,"Jones, Marvin",42,87,4,4,2,NA,NA,NA,NA,NA
"WR","Chris Hogan (7852284)","Chris Hogan",7852284,4400,"LA@NE 01:00PM ET","NE","Chris","Hogan","LA",9.03,9.6,5,0.10126582278481,"Hogan, Chris",23,40,2,5,6,0.9,15.8,0,11,1
"RB","James Starks (7852176)","James Starks",7852176,4400,"Hou@GB 01:00PM ET","GB","James","Starks","Hou",12.13,11.2,7,0.0531914893617021,"Starks, James",19,25,2,6,4,2,14.7,0,11.8,1
"RB","Darren Sproles (7852186)","Darren Sproles",7852186,4400,"Phi@Cin 01:00PM ET","Phi","Darren","Sproles","Cin",9.93,13.6,3,0.144702842377261,"Sproles, Darren",40,56,1,3,4,3.4,17.6,0,10.4,1
"RB","Tevin Coleman (7852144)","Tevin Coleman",7852144,4300,"KC@Atl 01:00PM ET","Atl","Tevin","Coleman","KC",10.18,8.8,6,0.0675324675324675,"Coleman, Tevin",21,26,1,5,9,5.6,25.4,0,9.3,1
"RB","Alfred Blue (7852180)","Alfred Blue",7852180,4300,"Hou@GB 01:00PM ET","Hou","Alfred","Blue","GB",0,3,11,0.00995024875621891,"Blue, Alfred",1,4,0,12,8,0.9,4.2,0,NA,0
"RB","Jeremy Hill (7852191)","Jeremy Hill",7852191,4300,"Phi@Cin 01:00PM ET","Cin","Jeremy","Hill","Phi",13.59,14.9,7,0.0478468899521531,"Hill, Jeremy",16,20,0,7,6,3.8,20,0,14.2,1
"RB","Wendell Smallwood (7852192)","Wendell Smallwood",7852192,4300,"Phi@Cin 01:00PM ET","Phi","Wendell","Smallwood","Cin",6.86,10,9,0.0258397932816537,"Smallwood, Wendell",6,10,0,9,8,-0.1,10.4,0,5.7,0
"WR","Brandon LaFell (7852314)","Brandon LaFell",7852314,4300,"Phi@Cin 01:00PM ET","Cin","Brandon","LaFell","Phi",11.98,10.1,2,0.162679425837321,"LaFell, Brandon",36,68,4,4,1,2.2,17,0,6.8,0
"TE","Zach Ertz (7852440)","Zach Ertz",7852440,4300,"Phi@Cin 01:00PM ET","Phi","Zach","Ertz","Cin",9.76,8.8,2,0.149870801033592,"Ertz, Zach",42,58,2,2,2,3.7,14.4,0,6.6,1
"WR","Ty Montgomery (7852307)","Ty Montgomery",7852307,4200,"Hou@GB 01:00PM ET","GB","Ty","Montgomery","Hou",9.17,6.3,5,0.0808510638297872,"Montgomery, Ty",32,38,1,4,5,-1.6,15.3,0,3.4,0
"RB","Fitzgerald Toussaint (7852223)","Fitzgerald Toussaint",7852223,4200,"NYG@Pit 04:25PM ET","Pit","Fitzgerald","Toussaint","NYG",2.39,3.8,13,0.00229885057471264,"Toussaint, Fitzgerald",1,1,0,13,11,-0.4,2,0,2.8,0
"WR","Pierre Garcon (7852373)","Pierre Garcon",7852373,4200,"Was@Ari 04:25PM ET","Was","Pierre","Garcon","Ari",10.54,12.9,2,0.176991150442478,"Garcon, Pierre",53,80,2,3,4,5.6,18.1,0,8.3,1
"WR","Michael Floyd (7852374)","Michael Floyd",7852374,4200,"Was@Ari 04:25PM ET","Ari","Michael","Floyd","Was",9.3,10.2,3,0.134328358208955,"Floyd, Michael",30,63,3,4,2,4,14,0,5.1,0
"WR","Anquan Boldin (7852268)","Anquan Boldin",7852268,4100,"Det@NO 01:00PM ET","Det","Anquan","Boldin","NO",11.78,12.3,3,0.174129353233831,"Boldin, Anquan",51,70,7,2,1,5.7,16.7,0,19.9,1
"RB","Jeremy Langford (7852204)","Jeremy Langford",7852204,4100,"SF@Chi 01:00PM ET","Chi","Jeremy","Langford","SF",4.8,5.7,7,0.0509708737864078,"Langford, Jeremy",14,21,0,7,9,2.3,12.6,0,0.5,0
"WR","Cameron Meredith (7852344)","Cameron Meredith",7852344,4100,"SF@Chi 01:00PM ET","Chi","Cameron","Meredith","SF",11.51,10.7,3,0.145631067961165,"Meredith, Cameron",36,60,2,3,2,0.4,21.1,0,3.9,0
"WR","Robert Woods (7852354)","Robert Woods",7852354,4100,"Buf@Oak 04:05PM ET","Buf","Robert","Woods","Oak",0,0,1,0.199376947040498,"Woods, Robert",43,64,1,1,3,2.9,19.5,0,NA,1
"TE","Antonio Gates (7852481)","Antonio Gates",7852481,4100,"TB@SD 04:25PM ET","SD","Antonio","Gates","TB",11.22,10.9,4,0.140740740740741,"Gates, Antonio",30,57,5,5,1,5.8,16.2,0,NA,1
"WR","Taylor Gabriel (7852266)","Taylor Gabriel",7852266,4000,"KC@Atl 01:00PM ET","Atl","Taylor","Gabriel","KC",9.25,6.7,5,0.0753246753246753,"Gabriel, Taylor",21,29,4,5,2,3.3,20.2,0,NA,0
"RB","Benny Cunningham (7852163)","Benny Cunningham",7852163,4000,"LA@NE 01:00PM ET","LA","Benny","Cunningham","NE",3.93,7.8,6,0.0558510638297872,"Cunningham, Benny",16,21,0,6,5,0.6,6.5,0,2.2,0
"RB","James White (7852164)","James White",7852164,4000,"LA@NE 01:00PM ET","NE","James","White","LA",8.61,9.7,2,0.172151898734177,"White, James",46,68,4,2,1,3.6,17.5,0,6.2,1
"RB","Kapri Bibbs (7852172)","Kapri Bibbs",7852172,4000,"Den@Jax 01:00PM ET","Den","Kapri","Bibbs","Jax",5.69,5.6,12,0.010443864229765,"Bibbs, Kapri",2,4,1,12,6,-1.8,8.5,0,2.2,0
"WR","Marqise Lee (7852298)","Marqise Lee",7852298,4000,"Den@Jax 01:00PM ET","Jax","Marqise","Lee","Den",10.82,9.5,3,0.15673289183223,"Lee, Marqise",48,71,2,2,4,5.6,16.3,0,13.9,1
"WR","Marquess Wilson (7852343)","Marquess Wilson",7852343,4000,"SF@Chi 01:00PM ET","Chi","Marquess","Wilson","SF",12.17,9,9,0.0364077669902913,"Wilson, Marquess",9,15,1,9,4,-0.7,34.7,0,29.5,0
"RB","Shane Vereen (7852221)","Shane Vereen",7852221,4000,"NYG@Pit 04:25PM ET","NYG","Shane","Vereen","Pit",0,0,10,0.0330188679245283,"Vereen, Shane",9,14,0,9,9,7,15.8,0,NA,0
"RB","Charles Sims (7852240)","Charles Sims",7852240,4000,"TB@SD 04:25PM ET","TB","Charles","Sims","SD",0,0,7,0.0424528301886792,"Sims, Charles",14,18,1,6,4,2.8,21.1,0,NA,1
"WR","Ted Ginn Jr. (7852394)","Ted Ginn Jr.",7852394,4000,"Car@Sea 08:30PM ET","Car","Ted","Ginn","Sea",7.59,8,3,0.155,"Ginn, Ted",37,62,3,3,2,NA,NA,NA,NA,NA
"TE","Eric Ebron (7852418)","Eric Ebron",7852418,3900,"Det@NO 01:00PM ET","Det","Eric","Ebron","NO",14.08,11.8,5,0.124378109452736,"Ebron, Eric",37,50,2,5,5,5.9,17.1,0,NA,1
"WR","Tavon Austin (7852283)","Tavon Austin",7852283,3900,"LA@NE 01:00PM ET","LA","Tavon","Austin","NE",0,11.5,2,0.207446808510638,"Austin, Tavon",44,78,3,2,2,2.6,17.6,0,15.5,1
"RB","Ryan Mathews (7852188)","Ryan Mathews",7852188,3900,"Phi@Cin 01:00PM ET","Phi","Ryan","Mathews","Cin",0,0,8,0.0284237726098191,"Mathews, Ryan",11,11,1,7,4,2,20.8,0,NA,1
"RB","Damien Williams (7852197)","Damien Williams",7852197,3900,"Mia@Bal 01:00PM ET","Mia","Damien","Williams","Bal",2.64,4.5,6,0.0602409638554217,"Williams, Damien",15,20,2,5,3,2.6,11.6,0,3.8,0
"WR","Kenny Stills (7852329)","Kenny Stills",7852329,3900,"Mia@Bal 01:00PM ET","Mia","Kenny","Stills","Bal",9.72,12.8,3,0.153614457831325,"Stills, Kenny",28,51,5,3,1,2.4,17.1,0,16.2,0
"RB","DuJuan Harris (7852202)","DuJuan Harris",7852202,3900,"SF@Chi 01:00PM ET","SF","DuJuan","Harris","Chi",2.56,2.6,9,0.0251396648044693,"Harris, DuJuan",7,9,1,9,5,-3,17.1,0,1.5,0
"RB","DeAndre Washington (7852216)","DeAndre Washington",7852216,3900,"Buf@Oak 04:05PM ET","Oak","DeAndre","Washington","Buf",2.99,0,7,0.0382882882882883,"Washington, DeAndre",13,17,0,7,11,2.1,7.7,0,NA,0
"WR","Eli Rogers (7852368)","Eli Rogers",7852368,3900,"NYG@Pit 04:25PM ET","Pit","Eli","Rogers","NYG",8.84,9.5,4,0.0988505747126437,"Rogers, Eli",29,43,2,4,4,3.2,16.2,0,5.6,1
"WR","J.J. Nelson (7852377)","J.J. Nelson",7852377,3900,"Was@Ari 04:25PM ET","Ari","J.J.","Nelson","Was",6.51,9.7,5,0.0895522388059701,"Nelson, J.J.",21,42,2,6,4,-1.9,15.4,0,5,0
"RB","Peyton Barber (7852245)","Peyton Barber",7852245,3900,"TB@SD 04:25PM ET","TB","Peyton","Barber","SD",3.41,2.4,11,0.0165094339622642,"Barber, Peyton",5,7,0,10,9,-0.4,10,0,3,0
"RB","Dion Lewis (7852162)","Dion Lewis",7852162,3800,"LA@NE 01:00PM ET","NE","Dion","Lewis","LA",10.05,10.8,8,0.030379746835443,"Lewis, Dion",7,12,0,8,8,7.5,10.2,0,9.8,0
"RB","Chris Ivory (7852168)","Chris Ivory",7852168,3800,"Den@Jax 01:00PM ET","Jax","Chris","Ivory","Den",0,0,7,0.0463576158940397,"Ivory, Chris",16,21,0,7,10,3.2,13.7,0,12.5,1
"TE","C.J. Fiedorowicz (7852435)","C.J. Fiedorowicz",7852435,3800,"Hou@GB 01:00PM ET","Hou","C.J.","Fiedorowicz","GB",10.06,7.8,3,0.146766169154229,"Fiedorowicz, C.J.",39,59,3,2,1,2.4,15.7,0,8.2,1
"RB","Terrance West (7852195)","Terrance West",7852195,3800,"Mia@Bal 01:00PM ET","Bal","Terrance","West","Mia",10.55,9.9,7,0.0622222222222222,"West, Terrance",17,28,0,7,6,2.5,18.1,0,9.4,1
"RB","Paul Perkins (7852228)","Paul Perkins",7852228,3800,"NYG@Pit 04:25PM ET","NYG","Paul","Perkins","Pit",7.22,8.2,8,0.044811320754717,"Perkins, Paul",14,19,0,8,9,2.8,7.9,0,6.3,0
"WR","John Brown (7852375)","John Brown",7852375,3800,"Was@Ari 04:25PM ET","Ari","John","Brown","Was",7.17,9.4,4,0.132196162046908,"Brown, John",32,62,1,3,6,-0.4,16.6,0,2.9,0
"RB","Cameron Artis-Payne (7852254)","Cameron Artis-Payne",7852254,3800,"Car@Sea 08:30PM ET","Car","Cameron","Artis-Payne","Sea",0,0,10,0.0025,"Artis-Payne, Cameron",1,1,0,10,8,-0.4,19.4,0,NA,0
"RB","T.J. Yeldon (7852173)","T.J. Yeldon",7852173,3700,"Den@Jax 01:00PM ET","Jax","T.J.","Yeldon","Den",8.1,15.3,5,0.103752759381898,"Yeldon, T.J.",36,47,1,3,5,3.6,14.5,0,3,0
"RB","Kenneth Dixon (7852198)","Kenneth Dixon",7852198,3700,"Mia@Bal 01:00PM ET","Bal","Kenneth","Dixon","Mia",10.38,12.2,8,0.0377777777777778,"Dixon, Kenneth",14,17,0,8,6,0.2,10.3,0,12,0
"RB","Chris Thompson (7852232)","Chris Thompson",7852232,3700,"Was@Ari 04:25PM ET","Was","Chris","Thompson","Ari",7.83,8.5,5,0.0951327433628319,"Thompson, Chris",36,43,1,5,6,4.5,13.3,0,8.4,0
"RB","Kenneth Farrow (7852244)","Kenneth Farrow",7852244,3700,"TB@SD 04:25PM ET","SD","Kenneth","Farrow","TB",1.3,2.3,11,0.00740740740740741,"Farrow, Kenneth",1,3,0,14,8,0.1,2.2,0,-0.3,0
"WR","Tyler Lockett (7852401)","Tyler Lockett",7852401,3700,"Car@Sea 08:30PM ET","Sea","Tyler","Lockett","Car",8.02,9.8,4,0.137142857142857,"Lockett, Tyler",26,48,0,4,5,1.2,9.3,0,0.9,0
"WR","Malcolm Mitchell (7852286)","Malcolm Mitchell",7852286,3600,"LA@NE 01:00PM ET","NE","Malcolm","Mitchell","LA",7.87,8.4,6,0.0683544303797468,"Mitchell, Malcolm",16,27,3,7,4,-1.2,15.5,0,21.2,0
"RB","Kenjon Barner (7852189)","Kenjon Barner",7852189,3600,"Phi@Cin 01:00PM ET","Phi","Kenjon","Barner","Cin",2.69,1.7,11,0.0103359173126615,"Barner, Kenjon",3,4,0,10,8,-0.3,6.4,0,2.2,0
"WR","Adam Humphries (7852391)","Adam Humphries",7852391,3600,"TB@SD 04:25PM ET","TB","Adam","Humphries","SD",7.91,11.1,2,0.160377358490566,"Humphries, Adam",45,68,1,2,4,2.8,14.9,0,3.1,0
"TE","Cameron Brate (7852486)","Cameron Brate",7852486,3600,"TB@SD 04:25PM ET","TB","Cameron","Brate","SD",9.28,11.1,3,0.143867924528302,"Brate, Cameron",42,61,7,3,2,4,17,0,8.9,1
"RB","Knile Davis (7852140)","Knile Davis",7852140,3500,"KC@Atl 01:00PM ET","KC","Knile","Davis","Atl",0,0,11,0.00985221674876847,"Davis, Knile",3,4,0,10,6,-0.3,2.6,0,0.6,0
"RB","Dwayne Washington (7852157)","Dwayne Washington",7852157,3500,"Det@NO 01:00PM ET","Det","Dwayne","Washington","NO",4.91,5.6,8,0.0124378109452736,"Washington, Dwayne",4,5,0,9,8,2.1,5,0,1.9,0
"TE","Coby Fleener (7852416)","Coby Fleener",7852416,3500,"Det@NO 01:00PM ET","NO","Coby","Fleener","Det",9.67,7.3,4,0.126086956521739,"Fleener, Coby",37,58,3,4,5,1.6,18.4,0,9.9,1
"WR","Allen Hurns (7852296)","Allen Hurns",7852296,3500,"Den@Jax 01:00PM ET","Jax","Allen","Hurns","Den",0,0,2,0.172185430463576,"Hurns, Allen",35,78,3,4,3,2.9,15.4,0,8.2,1
"RB","Akeem Hunt (7852185)","Akeem Hunt",7852185,3500,"Hou@GB 01:00PM ET","Hou","Akeem","Hunt","GB",1.85,2.3,12,0.00497512437810945,"Hunt, Akeem",1,2,0,12,8,-0.7,6,0,1.9,0
"RB","Rex Burkhead (7852190)","Rex Burkhead",7852190,3500,"Phi@Cin 01:00PM ET","Cin","Rex","Burkhead","Phi",4.8,6.4,10,0.0119617224880383,"Burkhead, Rex",4,5,0,10,6,-0.1,5.2,0,6.8,0
"WR","Torrey Smith (7852338)","Torrey Smith",7852338,3500,"SF@Chi 01:00PM ET","SF","Torrey","Smith","Chi",8.4,8.2,3,0.134078212290503,"Smith, Torrey",21,48,3,4,2,0.7,12.2,0,11.4,0
"RB","Andre Ellington (7852229)","Andre Ellington",7852229,3500,"Was@Ari 04:25PM ET","Ari","Andre","Ellington","Was",2.77,2.8,9,0.0298507462686567,"Ellington, Andre",9,14,0,9,8,0.6,3.2,0,3.9,0
"WR","Danny Amendola (7852279)","Danny Amendola",7852279,3400,"LA@NE 01:00PM ET","NE","Danny","Amendola","LA",6.06,4.1,7,0.0658227848101266,"Amendola, Danny",20,26,4,6,1,-0.1,11.8,0,1.8,0
"WR","Eddie Royal (7852336)","Eddie Royal",7852336,3400,"SF@Chi 01:00PM ET","Chi","Eddie","Royal","SF",9.99,10.5,4,0.109223300970874,"Royal, Eddie",35,45,2,4,2,1.7,18.5,0,0.4,0
"WR","Percy Harvin (7852350)","Percy Harvin",7852350,3400,"Buf@Oak 04:05PM ET","Buf","Percy","Harvin","Oak",0,0,14,0.0124610591900312,"Harvin, Percy",2,4,0,14,7,3.7,3.7,0,NA,0
"WR","Marquise Goodwin (7852351)","Marquise Goodwin",7852351,3400,"Buf@Oak 04:05PM ET","Buf","Marquise","Goodwin","Oak",9.52,11.7,3,0.14018691588785,"Goodwin, Marquise",21,45,3,4,2,0.6,15.8,0,3.3,0
"RB","Matt Jones (7852236)","Matt Jones",7852236,3400,"Was@Ari 04:25PM ET","Was","Matt","Jones","Ari",0,0,8,0.0243362831858407,"Jones, Matt",9,11,0,7,8,3,20.8,0,NA,1
"WR","Russell Shepard (7852385)","Russell Shepard",7852385,3400,"TB@SD 04:25PM ET","TB","Russell","Shepard","SD",6.51,4.9,6,0.0518867924528302,"Shepard, Russell",15,22,2,5,3,-0.3,12.3,0,4.3,0
"RB","Christine Michael (7852179)","Christine Michael",7852179,3300,"Hou@GB 01:00PM ET","GB","Christine","Michael","Hou",2.48,1.1,NA,NA,"Michael, Christine",NA,NA,NA,NA,NA,3.2,21,0,NA,1
"WR","Jeremy Kerley (7852339)","Jeremy Kerley",7852339,3300,"SF@Chi 01:00PM ET","SF","Jeremy","Kerley","Chi",8.12,10.5,1,0.223463687150838,"Kerley, Jeremy",42,80,3,1,2,0.8,18.6,0,4.4,1
"RB","Jalen Richard (7852217)","Jalen Richard",7852217,3300,"Buf@Oak 04:05PM ET","Oak","Jalen","Richard","Buf",5.19,6.5,6,0.0608108108108108,"Richard, Jalen",21,27,1,6,6,1.5,13.2,0,2.3,0
"WR","Victor Cruz (7852360)","Victor Cruz",7852360,3300,"NYG@Pit 04:25PM ET","NYG","Victor","Cruz","Pit",7.34,8.4,3,0.117924528301887,"Cruz, Victor",27,50,1,4,4,3.8,11.9,0,4.7,0
"TE","Vernon Davis (7852475)","Vernon Davis",7852475,3300,"Was@Ari 04:25PM ET","Was","Vernon","Davis","Ari",11.2,11.6,6,0.086283185840708,"Davis, Vernon",32,39,2,6,4,2.9,14.7,0,11.8,1
"WR","Devin Funchess (7852403)","Devin Funchess",7852403,3300,"Car@Sea 08:30PM ET","Car","Devin","Funchess","Sea",6.18,5.6,4,0.115,"Funchess, Devin",18,46,3,6,2,2,11.3,0,3.9,0
"WR","Albert Wilson (7852261)","Albert Wilson",7852261,3200,"KC@Atl 01:00PM ET","KC","Albert","Wilson","Atl",7.43,10.2,5,0.105911330049261,"Wilson, Albert",25,43,2,5,3,1.8,10.5,0,2.6,0
"WR","Brian Quick (7852282)","Brian Quick",7852282,3200,"LA@NE 01:00PM ET","LA","Brian","Quick","NE",8.58,7.2,4,0.132978723404255,"Quick, Brian",30,50,3,5,2,2.5,14.3,0,1.3,0
"RB","Denard Robinson (7852169)","Denard Robinson",7852169,3200,"Den@Jax 01:00PM ET","Jax","Denard","Robinson","Den",6.89,4.4,13,0.00662251655629139,"Robinson, Denard",2,3,0,12,10,0.4,3.8,0,3.9,0
"RB","Shaun Draughn (7852201)","Shaun Draughn",7852201,3200,"SF@Chi 01:00PM ET","SF","Shaun","Draughn","Chi",4.36,3.5,7,0.0642458100558659,"Draughn, Shaun",18,23,2,7,4,0,12.7,0,10.9,1
"WR","Deonte Thompson (7852337)","Deonte Thompson",7852337,3200,"SF@Chi 01:00PM ET","Chi","Deonte","Thompson","SF",4.8,5.1,10,0.0339805825242718,"Thompson, Deonte",7,14,1,10,4,-2.9,6.7,0,15.4,0
"WR","Quinton Patton (7852345)","Quinton Patton",7852345,3200,"SF@Chi 01:00PM ET","SF","Quinton","Patton","Chi",7.94,10.3,2,0.156424581005587,"Patton, Quinton",32,56,0,2,8,1.2,11.8,0,2.2,0
"WR","Sammie Coates (7852367)","Sammie Coates",7852367,3200,"NYG@Pit 04:25PM ET","Pit","Sammie","Coates","NYG",7.18,3.8,4,0.0988505747126437,"Coates, Sammie",20,43,2,5,4,-3.1,18.7,0,NA,1
"WR","Chris Conley (7852263)","Chris Conley",7852263,3100,"KC@Atl 01:00PM ET","KC","Chris","Conley","Atl",7.77,11.3,2,0.140394088669951,"Conley, Chris",34,57,0,3,6,3.6,9.4,0,5.6,0
"WR","Breshad Perriman (7852334)","Breshad Perriman",7852334,3100,"Mia@Bal 01:00PM ET","Bal","Breshad","Perriman","Mia",6.73,6.1,4,0.1,"Perriman, Breshad",21,45,3,6,2,2.5,10,0,8.4,0
"WR","Leonte Carroo (7852335)","Leonte Carroo",7852335,3100,"Mia@Bal 01:00PM ET","Mia","Leonte","Carroo","Bal",7.55,4.7,12,0.0120481927710843,"Carroo, Leonte",3,4,1,12,6,-1,7,0,8.5,0
"TE","Dennis Pitta (7852447)","Dennis Pitta",7852447,3100,"Mia@Bal 01:00PM ET","Bal","Dennis","Pitta","Mia",10.24,8,2,0.171111111111111,"Pitta, Dennis",53,77,0,1,6,3.9,14.1,0,6.4,1
"RB","Anthony Sherman (7852138)","Anthony Sherman",7852138,3000,"KC@Atl 01:00PM ET","KC","Anthony","Sherman","Atl",0,0,NA,NA,"Sherman, Anthony",NA,NA,NA,NA,NA,0.3,1.7,0,NA,0
"RB","Patrick DiMarco (7852139)","Patrick DiMarco",7852139,3000,"KC@Atl 01:00PM ET","Atl","Patrick","DiMarco","KC",0,0,NA,NA,"DiMarco, Patrick",NA,NA,NA,NA,NA,0.1,4.6,0,NA,0
"RB","Terron Ward (7852142)","Terron Ward",7852142,3000,"KC@Atl 01:00PM ET","Atl","Terron","Ward","KC",0,0,12,0.00519480519480519,"Ward, Terron",1,2,0,12,12,-0.2,6.6,0,NA,0
