"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Actual","Projection_reg_split","Projection_reg","FreqInd"
"WR","Chris Hogan (7852284)","Chris Hogan",7852284,4400,"LA@NE 01:00PM ET","NE","Chris","Hogan","LA",9.03,9.6,5,0.10126582278481,0,9.28600066037202,9.0185723816994,1
"RB","James Starks (7852176)","James Starks",7852176,4400,"Hou@GB 01:00PM ET","GB","James","Starks","Hou",12.13,11.2,7,0.0531914893617021,0,11.5611132795834,11.217876101749,1
"RB","Darren Sproles (7852186)","Darren Sproles",7852186,4400,"Phi@Cin 01:00PM ET","Phi","Darren","Sproles","Cin",9.93,13.6,3,0.144702842377261,0,11.8496417563588,11.5268460935896,1
"RB","Tevin Coleman (7852144)","Tevin Coleman",7852144,4300,"KC@Atl 01:00PM ET","Atl","Tevin","Coleman","KC",10.18,8.8,6,0.0675324675324675,0,9.37985737565866,9.0974549871098,1
"RB","Alfred Blue (7852180)","Alfred Blue",7852180,4300,"Hou@GB 01:00PM ET","Hou","Alfred","Blue","GB",0,3,11,0.00995024875621891,0,1.61487756576699,1.58657166755886,0
"RB","Jeremy Hill (7852191)","Jeremy Hill",7852191,4300,"Phi@Cin 01:00PM ET","Cin","Jeremy","Hill","Phi",13.59,14.9,7,0.0478468899521531,0,14.2186708019341,13.8119294248995,1
"RB","Wendell Smallwood (7852192)","Wendell Smallwood",7852192,4300,"Phi@Cin 01:00PM ET","Phi","Wendell","Smallwood","Cin",6.86,10,9,0.0258397932816537,0,8.51162646024601,8.28292275589452,0
"WR","Brandon LaFell (7852314)","Brandon LaFell",7852314,4300,"Phi@Cin 01:00PM ET","Cin","Brandon","LaFell","Phi",11.98,10.1,2,0.162679425837321,0,10.9005796707526,10.5706590200088,0
"TE","Zach Ertz (7852440)","Zach Ertz",7852440,4300,"Phi@Cin 01:00PM ET","Phi","Zach","Ertz","Cin",9.76,8.8,2,0.149870801033592,0,9.18830423845319,8.91412740359766,1
"WR","Ty Montgomery (7852307)","Ty Montgomery",7852307,4200,"Hou@GB 01:00PM ET","GB","Ty","Montgomery","Hou",9.17,6.3,5,0.0808510638297872,0,7.57348638376349,7.3344527418887,0
"RB","Fitzgerald Toussaint (7852223)","Fitzgerald Toussaint",7852223,4200,"NYG@Pit 04:25PM ET","Pit","Fitzgerald","Toussaint","NYG",2.39,3.8,13,0.00229885057471264,0,3.13554014978361,3.05287869460794,0
"WR","Pierre Garcon (7852373)","Pierre Garcon",7852373,4200,"Was@Ari 04:25PM ET","Was","Pierre","Garcon","Ari",10.54,12.9,2,0.176991150442478,0,11.7510451188592,11.4229075281649,1
"WR","Michael Floyd (7852374)","Michael Floyd",7852374,4200,"Was@Ari 04:25PM ET","Ari","Michael","Floyd","Was",9.3,10.2,3,0.134328358208955,0,9.73211747601465,9.45374016175469,0
"WR","Anquan Boldin (7852268)","Anquan Boldin",7852268,4100,"Det@NO 01:00PM ET","Det","Anquan","Boldin","NO",11.78,12.3,3,0.174129353233831,0,11.99360743936,11.6468460602604,1
"RB","Jeremy Langford (7852204)","Jeremy Langford",7852204,4100,"SF@Chi 01:00PM ET","Chi","Jeremy","Langford","SF",4.8,5.7,7,0.0509708737864078,0,5.25744608587696,5.10965855135774,0
"WR","Cameron Meredith (7852344)","Cameron Meredith",7852344,4100,"SF@Chi 01:00PM ET","Chi","Cameron","Meredith","SF",11.51,10.7,3,0.145631067961165,0,11.0091981017951,10.6828210576855,0
"WR","Robert Woods (7852354)","Robert Woods",7852354,4100,"Buf@Oak 04:05PM ET","Buf","Robert","Woods","Oak",0,0,1,0.199376947040498,0,0,0,1
"TE","Antonio Gates (7852481)","Antonio Gates",7852481,4100,"TB@SD 04:25PM ET","SD","Antonio","Gates","TB",11.22,10.9,4,0.140740740740741,0,10.9845937257282,10.6620091707168,1
"WR","Taylor Gabriel (7852266)","Taylor Gabriel",7852266,4000,"KC@Atl 01:00PM ET","Atl","Taylor","Gabriel","KC",9.25,6.7,5,0.0753246753246753,0,7.82528970438108,7.58091517061314,0
"RB","Benny Cunningham (7852163)","Benny Cunningham",7852163,4000,"LA@NE 01:00PM ET","LA","Benny","Cunningham","NE",3.93,7.8,6,0.0558510638297872,0,5.99107174055966,5.84050872423094,0
"RB","James White (7852164)","James White",7852164,4000,"LA@NE 01:00PM ET","NE","James","White","LA",8.61,9.7,2,0.172151898734177,0,9.14827677535878,8.88813052043922,1
"RB","Kapri Bibbs (7852172)","Kapri Bibbs",7852172,4000,"Den@Jax 01:00PM ET","Den","Kapri","Bibbs","Jax",5.69,5.6,12,0.010443864229765,0,5.60952705300109,5.44525270845293,0
"WR","Marqise Lee (7852298)","Marqise Lee",7852298,4000,"Den@Jax 01:00PM ET","Jax","Marqise","Lee","Den",10.82,9.5,3,0.15673289183223,0,10.0485526357936,9.74701136060632,1
"WR","Marquess Wilson (7852343)","Marquess Wilson",7852343,4000,"SF@Chi 01:00PM ET","Chi","Marquess","Wilson","SF",12.17,9,9,0.0364077669902913,0,10.3951128872786,10.0718499820641,0
"RB","Shane Vereen (7852221)","Shane Vereen",7852221,4000,"NYG@Pit 04:25PM ET","NYG","Shane","Vereen","Pit",0,0,10,0.0330188679245283,0,0,0,0
"RB","Charles Sims (7852240)","Charles Sims",7852240,4000,"TB@SD 04:25PM ET","TB","Charles","Sims","SD",0,0,7,0.0424528301886792,0,0,0,1
"WR","Ted Ginn Jr. (7852394)","Ted Ginn Jr.",7852394,4000,"Car@Sea 08:30PM ET","Car","Ted","Ginn","Sea",7.59,8,3,0.155,0,7.76797901202039,7.54384911076924,0
"TE","Eric Ebron (7852418)","Eric Ebron",7852418,3900,"Det@NO 01:00PM ET","Det","Eric","Ebron","NO",14.08,11.8,5,0.124378109452736,0,12.7734426440479,12.3863542158528,1
"WR","Tavon Austin (7852283)","Tavon Austin",7852283,3900,"LA@NE 01:00PM ET","LA","Tavon","Austin","NE",0,11.5,2,0.207446808510638,0,6.19036400210679,6.08185805897565,1
"RB","Ryan Mathews (7852188)","Ryan Mathews",7852188,3900,"Phi@Cin 01:00PM ET","Phi","Ryan","Mathews","Cin",0,0,8,0.0284237726098191,0,0,0,1
"RB","Damien Williams (7852197)","Damien Williams",7852197,3900,"Mia@Bal 01:00PM ET","Mia","Damien","Williams","Bal",2.64,4.5,6,0.0602409638554217,0,3.62636463965631,3.53220231198604,0
"WR","Kenny Stills (7852329)","Kenny Stills",7852329,3900,"Mia@Bal 01:00PM ET","Mia","Kenny","Stills","Bal",9.72,12.8,3,0.153614457831325,0,11.3232311702182,11.0120965238178,0
"RB","DuJuan Harris (7852202)","DuJuan Harris",7852202,3900,"SF@Chi 01:00PM ET","SF","DuJuan","Harris","Chi",2.56,2.6,9,0.0251396648044693,0,2.56712253615522,2.49245404948216,0
"RB","DeAndre Washington (7852216)","DeAndre Washington",7852216,3900,"Buf@Oak 04:05PM ET","Oak","DeAndre","Washington","Buf",2.99,0,7,0.0382882882882883,0,1.36367590534372,1.30511779690786,0
"WR","Eli Rogers (7852368)","Eli Rogers",7852368,3900,"NYG@Pit 04:25PM ET","Pit","Eli","Rogers","NYG",8.84,9.5,4,0.0988505747126437,0,9.14551641753921,8.88275275262052,1
"WR","J.J. Nelson (7852377)","J.J. Nelson",7852377,3900,"Was@Ari 04:25PM ET","Ari","J.J.","Nelson","Was",6.51,9.7,5,0.0895522388059701,0,8.19051108933142,7.97149260287851,0
"RB","Peyton Barber (7852245)","Peyton Barber",7852245,3900,"TB@SD 04:25PM ET","TB","Peyton","Barber","SD",3.41,2.4,11,0.0165094339622642,0,2.84713109516278,2.75770271446709,0
"RB","Dion Lewis (7852162)","Dion Lewis",7852162,3800,"LA@NE 01:00PM ET","NE","Dion","Lewis","LA",10.05,10.8,8,0.030379746835443,0,10.3971521627492,10.0984251801096,0
"RB","Chris Ivory (7852168)","Chris Ivory",7852168,3800,"Den@Jax 01:00PM ET","Jax","Chris","Ivory","Den",0,0,7,0.0463576158940397,0,0,0,1
"TE","C.J. Fiedorowicz (7852435)","C.J. Fiedorowicz",7852435,3800,"Hou@GB 01:00PM ET","Hou","C.J.","Fiedorowicz","GB",10.06,7.8,3,0.146766169154229,0,8.78683538596334,8.51621845501528,1
"RB","Terrance West (7852195)","Terrance West",7852195,3800,"Mia@Bal 01:00PM ET","Bal","Terrance","West","Mia",10.55,9.9,7,0.0622222222222222,0,10.1407283420733,9.84070080307065,1
"RB","Paul Perkins (7852228)","Paul Perkins",7852228,3800,"NYG@Pit 04:25PM ET","NYG","Paul","Perkins","Pit",7.22,8.2,8,0.044811320754717,0,7.70688832410479,7.48811768408389,0
"WR","John Brown (7852375)","John Brown",7852375,3800,"Was@Ari 04:25PM ET","Ari","John","Brown","Was",7.17,9.4,4,0.132196162046908,0,8.33003540550617,8.10092163878456,0
"RB","Cameron Artis-Payne (7852254)","Cameron Artis-Payne",7852254,3800,"Car@Sea 08:30PM ET","Car","Cameron","Artis-Payne","Sea",0,0,10,0.0025,0,0,0,0
"RB","T.J. Yeldon (7852173)","T.J. Yeldon",7852173,3700,"Den@Jax 01:00PM ET","Jax","T.J.","Yeldon","Den",8.1,15.3,5,0.103752759381898,0,11.9301146600886,11.6271189008558,1
"RB","Kenneth Dixon (7852198)","Kenneth Dixon",7852198,3700,"Mia@Bal 01:00PM ET","Bal","Kenneth","Dixon","Mia",10.38,12.2,8,0.0377777777777778,0,11.3012677298162,10.982868392968,0
"RB","Chris Thompson (7852232)","Chris Thompson",7852232,3700,"Was@Ari 04:25PM ET","Was","Chris","Thompson","Ari",7.83,8.5,5,0.0951327433628319,0,8.14658420852753,7.91303634117884,0
"RB","Kenneth Farrow (7852244)","Kenneth Farrow",7852244,3700,"TB@SD 04:25PM ET","SD","Kenneth","Farrow","TB",1.3,2.3,11,0.00740740740740741,0,1.83097536796211,1.78381413218985,0
"WR","Tyler Lockett (7852401)","Tyler Lockett",7852401,3700,"Car@Sea 08:30PM ET","Sea","Tyler","Lockett","Car",8.02,9.8,4,0.137142857142857,0,8.93301947766713,8.68348463728127,0
"WR","Malcolm Mitchell (7852286)","Malcolm Mitchell",7852286,3600,"LA@NE 01:00PM ET","NE","Malcolm","Mitchell","LA",7.87,8.4,6,0.0683544303797468,0,8.11099811225963,7.87761038878518,0
"RB","Kenjon Barner (7852189)","Kenjon Barner",7852189,3600,"Phi@Cin 01:00PM ET","Phi","Kenjon","Barner","Cin",2.69,1.7,11,0.0103359173126615,0,2.1419495231792,2.07322680125397,0
"WR","Adam Humphries (7852391)","Adam Humphries",7852391,3600,"TB@SD 04:25PM ET","TB","Adam","Humphries","SD",7.91,11.1,2,0.160377358490566,0,9.58263107737425,9.32298465944645,0
"TE","Cameron Brate (7852486)","Cameron Brate",7852486,3600,"TB@SD 04:25PM ET","TB","Cameron","Brate","SD",9.28,11.1,3,0.143867924528302,0,10.2074591677826,9.9209817770932,1
"RB","Knile Davis (7852140)","Knile Davis",7852140,3500,"KC@Atl 01:00PM ET","KC","Knile","Davis","Atl",0,0,11,0.00985221674876847,0,0,0,0
"RB","Dwayne Washington (7852157)","Dwayne Washington",7852157,3500,"Det@NO 01:00PM ET","Det","Dwayne","Washington","NO",4.91,5.6,8,0.0124378109452736,0,5.25378551247664,5.1047871962161,0
"TE","Coby Fleener (7852416)","Coby Fleener",7852416,3500,"Det@NO 01:00PM ET","NO","Coby","Fleener","Det",9.67,7.3,4,0.126086956521739,0,8.33981835473995,8.08155708763706,1
"WR","Allen Hurns (7852296)","Allen Hurns",7852296,3500,"Den@Jax 01:00PM ET","Jax","Allen","Hurns","Den",0,0,2,0.172185430463576,0,0,0,1
"RB","Akeem Hunt (7852185)","Akeem Hunt",7852185,3500,"Hou@GB 01:00PM ET","Hou","Akeem","Hunt","GB",1.85,2.3,12,0.00497512437810945,0,2.08181876192165,2.02388596774147,0
"RB","Rex Burkhead (7852190)","Rex Burkhead",7852190,3500,"Phi@Cin 01:00PM ET","Cin","Rex","Burkhead","Phi",4.8,6.4,10,0.0119617224880383,0,5.63425085122259,5.47985860712148,0
"WR","Torrey Smith (7852338)","Torrey Smith",7852338,3500,"SF@Chi 01:00PM ET","SF","Torrey","Smith","Chi",8.4,8.2,3,0.134078212290503,0,8.24506142387255,8.00318089490372,0
"RB","Andre Ellington (7852229)","Andre Ellington",7852229,3500,"Was@Ari 04:25PM ET","Ari","Andre","Ellington","Was",2.77,2.8,9,0.0298507462686567,0,2.77055760914242,2.68988928574216,0
"WR","Danny Amendola (7852279)","Danny Amendola",7852279,3400,"LA@NE 01:00PM ET","NE","Danny","Amendola","LA",6.06,4.1,7,0.0658227848101266,0,4.97083746241765,4.81346974586277,0
"WR","Eddie Royal (7852336)","Eddie Royal",7852336,3400,"SF@Chi 01:00PM ET","Chi","Eddie","Royal","SF",9.99,10.5,4,0.109223300970874,0,10.2082996722861,9.91357835856624,0
"WR","Percy Harvin (7852350)","Percy Harvin",7852350,3400,"Buf@Oak 04:05PM ET","Buf","Percy","Harvin","Oak",0,0,14,0.0124610591900312,0,0,0,0
"WR","Marquise Goodwin (7852351)","Marquise Goodwin",7852351,3400,"Buf@Oak 04:05PM ET","Buf","Marquise","Goodwin","Oak",9.52,11.7,3,0.14018691588785,0,10.639893616482,10.3430547297548,0
"RB","Matt Jones (7852236)","Matt Jones",7852236,3400,"Was@Ari 04:25PM ET","Was","Matt","Jones","Ari",0,0,8,0.0243362831858407,0,0,0,1
"WR","Russell Shepard (7852385)","Russell Shepard",7852385,3400,"TB@SD 04:25PM ET","TB","Russell","Shepard","SD",6.51,4.9,6,0.0518867924528302,0,5.60670698410424,5.43297793478433,0
"RB","Christine Michael (7852179)","Christine Michael",7852179,3300,"Hou@GB 01:00PM ET","GB","Christine","Michael","Hou",2.48,1.1,0,0,0,1.72319744142307,1.66424867598613,1
"WR","Jeremy Kerley (7852339)","Jeremy Kerley",7852339,3300,"SF@Chi 01:00PM ET","SF","Jeremy","Kerley","Chi",8.12,10.5,1,0.223463687150838,0,9.35543213282359,9.09733411769075,1
"RB","Jalen Richard (7852217)","Jalen Richard",7852217,3300,"Buf@Oak 04:05PM ET","Oak","Jalen","Richard","Buf",5.19,6.5,6,0.0608108108108108,0,5.86595087367705,5.70297708549185,0
"WR","Victor Cruz (7852360)","Victor Cruz",7852360,3300,"NYG@Pit 04:25PM ET","NYG","Victor","Cruz","Pit",7.34,8.4,3,0.117924528301887,0,7.86927629626225,7.64626843816271,0
"TE","Vernon Davis (7852475)","Vernon Davis",7852475,3300,"Was@Ari 04:25PM ET","Was","Vernon","Davis","Ari",11.2,11.6,6,0.086283185840708,0,11.3522769131116,11.0234793415514,1
"WR","Devin Funchess (7852403)","Devin Funchess",7852403,3300,"Car@Sea 08:30PM ET","Car","Devin","Funchess","Sea",6.18,5.6,4,0.115,0,5.83300571307414,5.6591348892171,0
"WR","Albert Wilson (7852261)","Albert Wilson",7852261,3200,"KC@Atl 01:00PM ET","KC","Albert","Wilson","Atl",7.43,10.2,5,0.105911330049261,0,8.87924993655219,8.63749592087921,0
"WR","Brian Quick (7852282)","Brian Quick",7852282,3200,"LA@NE 01:00PM ET","LA","Brian","Quick","NE",8.58,7.2,4,0.132978723404255,0,7.78886310360971,7.55289263674644,0
"RB","Denard Robinson (7852169)","Denard Robinson",7852169,3200,"Den@Jax 01:00PM ET","Jax","Denard","Robinson","Den",6.89,4.4,13,0.00662251655629139,0,5.51087070442421,5.33441713717836,0
"RB","Shaun Draughn (7852201)","Shaun Draughn",7852201,3200,"SF@Chi 01:00PM ET","SF","Shaun","Draughn","Chi",4.36,3.5,7,0.0642458100558659,0,3.8725278224802,3.75411519337328,1
"WR","Deonte Thompson (7852337)","Deonte Thompson",7852337,3200,"SF@Chi 01:00PM ET","Chi","Deonte","Thompson","SF",4.8,5.1,10,0.0339805825242718,0,4.93447057272356,4.79234421784597,0
"WR","Quinton Patton (7852345)","Quinton Patton",7852345,3200,"SF@Chi 01:00PM ET","SF","Quinton","Patton","Chi",7.94,10.3,2,0.156424581005587,0,9.16567942677964,8.91299370882448,0
"WR","Sammie Coates (7852367)","Sammie Coates",7852367,3200,"NYG@Pit 04:25PM ET","Pit","Sammie","Coates","NYG",7.18,3.8,4,0.0988505747126437,0,5.32015807172221,5.14368613513926,1
"WR","Chris Conley (7852263)","Chris Conley",7852263,3100,"KC@Atl 01:00PM ET","KC","Chris","Conley","Atl",7.77,11.3,2,0.140394088669951,0,9.62643853602356,9.36764690944633,0
"WR","Breshad Perriman (7852334)","Breshad Perriman",7852334,3100,"Mia@Bal 01:00PM ET","Bal","Breshad","Perriman","Mia",6.73,6.1,4,0.1,0,6.35299536799485,6.16363533602852,0
"WR","Leonte Carroo (7852335)","Leonte Carroo",7852335,3100,"Mia@Bal 01:00PM ET","Mia","Leonte","Carroo","Bal",7.55,4.7,12,0.0120481927710843,0,5.97337053375237,5.78116050659618,0
"TE","Dennis Pitta (7852447)","Dennis Pitta",7852447,3100,"Mia@Bal 01:00PM ET","Bal","Dennis","Pitta","Mia",10.24,8,2,0.171111111111111,0,8.97658809200729,8.70055886388155,1
"RB","Anthony Sherman (7852138)","Anthony Sherman",7852138,3000,"KC@Atl 01:00PM ET","KC","Anthony","Sherman","Atl",0,0,0,0,0,0,0,0
"RB","Patrick DiMarco (7852139)","Patrick DiMarco",7852139,3000,"KC@Atl 01:00PM ET","Atl","Patrick","DiMarco","KC",0,0,0,0,0,0,0,0
"RB","Terron Ward (7852142)","Terron Ward",7852142,3000,"KC@Atl 01:00PM ET","Atl","Terron","Ward","KC",0,0,12,0.00519480519480519,0,0,0,0
"WR","Eric Weems (7852256)","Eric Weems",7852256,3000,"KC@Atl 01:00PM ET","Atl","Eric","Weems","KC",0,0,0,0,0,0,0,0
"WR","Aldrick Robinson (7852258)","Aldrick Robinson",7852258,3000,"KC@Atl 01:00PM ET","Atl","Aldrick","Robinson","KC",0,1.2,9,0.0415584415584416,0,0.645951026306795,0.634628667023546,0
"WR","Justin Hardy (7852262)","Justin Hardy",7852262,3000,"KC@Atl 01:00PM ET","Atl","Justin","Hardy","KC",5.06,4.6,8,0.0441558441558442,0,4.78390482527055,4.6414041106651,0
"WR","De'Anthony Thomas (7852264)","De'Anthony Thomas",7852264,3000,"KC@Atl 01:00PM ET","KC","De'Anthony","Thomas","Atl",2.42,1.3,9,0.0147783251231527,0,1.80349121192104,1.74383046570261,0
"WR","Demarcus Robinson (7852265)","Demarcus Robinson",7852265,3000,"KC@Atl 01:00PM ET","KC","Demarcus","Robinson","Atl",0,0,0,0,0,0,0,0
"RB","Justin Forsett (7852147)","Justin Forsett",7852147,3000,"Det@NO 01:00PM ET","Det","Justin","Forsett","NO",0,0,10,0.00746268656716418,0,0,0,0
"RB","John Kuhn (7852148)","John Kuhn",7852148,3000,"Det@NO 01:00PM ET","NO","John","Kuhn","Det",0,2.2,0,0,0,1.18424354822912,1.16348588954317,0
"RB","Travaris Cadet (7852149)","Travaris Cadet",7852149,3000,"Det@NO 01:00PM ET","NO","Travaris","Cadet","Det",0,1.2,6,0.0760869565217391,0,0.645951026306795,0.634628667023546,0
"RB","Marcus Murphy (7852152)","Marcus Murphy",7852152,3000,"Det@NO 01:00PM ET","NO","Marcus","Murphy","Det",0,0,13,0.00217391304347826,0,0,0,0
"RB","Michael Burton (7852153)","Michael Burton",7852153,3000,"Det@NO 01:00PM ET","Det","Michael","Burton","NO",0,0,0,0,0,0,0,0
"RB","Zach Zenner (7852154)","Zach Zenner",7852154,3000,"Det@NO 01:00PM ET","Det","Zach","Zenner","NO",0,1.9,0,0,0,1.02275579165243,1.00482872278728,0
"RB","Daniel Lasco (7852156)","Daniel Lasco",7852156,3000,"Det@NO 01:00PM ET","NO","Daniel","Lasco","Det",0,0,12,0.00869565217391304,0,0,0,0
"WR","Andre Roberts (7852269)","Andre Roberts",7852269,3000,"Det@NO 01:00PM ET","Det","Andre","Roberts","NO",2.74,1.6,6,0.0348258706467662,0,2.11092421589238,2.04216579132489,0
"WR","Brandon Coleman (7852272)","Brandon Coleman",7852272,3000,"Det@NO 01:00PM ET","NO","Brandon","Coleman","Det",6.31,1.3,7,0.0543478260869565,0,3.5776381255622,3.4417930844222,0
"WR","Tommylee Lewis (7852275)","Tommylee Lewis",7852275,3000,"Det@NO 01:00PM ET","NO","Tommylee","Lewis","Det",0,0,11,0.0239130434782609,0,0,0,0
"WR","Jake Lampman (7852277)","Jake Lampman",7852277,3000,"Det@NO 01:00PM ET","NO","Jake","Lampman","Det",0,0,0,0,0,0,0,0
"RB","Chase Reynolds (7852158)","Chase Reynolds",7852158,3000,"LA@NE 01:00PM ET","LA","Chase","Reynolds","NE",0,0,0,0,0,0,0,0
"RB","James Develin (7852159)","James Develin",7852159,3000,"LA@NE 01:00PM ET","NE","James","Develin","LA",0,0,0,0,0,0,0,0
"RB","Brandon Bolden (7852161)","Brandon Bolden",7852161,3000,"LA@NE 01:00PM ET","NE","Brandon","Bolden","LA",0,0,10,0.010126582278481,0,0,0,0
"RB","Malcolm Brown (7852165)","Malcolm Brown",7852165,3000,"LA@NE 01:00PM ET","LA","Malcolm","Brown","NE",0,0,10,0.00531914893617021,0,0,0,0
"RB","D.J. Foster (7852166)","D.J. Foster",7852166,3000,"LA@NE 01:00PM ET","NE","D.J.","Foster","LA",0,0,11,0.00506329113924051,0,0,0,0
"WR","Matthew Slater (7852278)","Matthew Slater",7852278,3000,"LA@NE 01:00PM ET","NE","Matthew","Slater","LA",0,0,13,0.00253164556962025,0,0,0,0
"WR","Bradley Marquez (7852285)","Bradley Marquez",7852285,3000,"LA@NE 01:00PM ET","LA","Bradley","Marquez","NE",1.43,0,8,0.0159574468085106,0,0.652192824294822,0.624186772434194,0
"WR","Pharoh Cooper (7852287)","Pharoh Cooper",7852287,3000,"LA@NE 01:00PM ET","LA","Pharoh","Cooper","NE",0,1.7,9,0.00797872340425532,0,0.91509728726796,0.899057278283357,0
"WR","Mike Thomas (7852288)","Mike Thomas",7852288,3000,"LA@NE 01:00PM ET","LA","Mike","Thomas","NE",0,0,10,0.00531914893617021,0,0,0,0
"RB","Juwan Thompson (7852170)","Juwan Thompson",7852170,3000,"Den@Jax 01:00PM ET","Den","Juwan","Thompson","Jax",0,1.3,0,0,0,0.699780278499028,0.687514389275508,0
"RB","Corey Grant (7852171)","Corey Grant",7852171,3000,"Den@Jax 01:00PM ET","Jax","Corey","Grant","Den",0,0,14,0.0022075055187638,0,0,0,0
"RB","Andy Janovich (7852174)","Andy Janovich",7852174,3000,"Den@Jax 01:00PM ET","Den","Andy","Janovich","Jax",0,0,0,0,0,0,0,0
"WR","Jordan Norwood (7852289)","Jordan Norwood",7852289,3000,"Den@Jax 01:00PM ET","Den","Jordan","Norwood","Jax",3.76,2.1,3,0.0809399477806789,0,2.84527095292398,2.75181853397133,0
"WR","Bryan Walters (7852291)","Bryan Walters",7852291,3000,"Den@Jax 01:00PM ET","Jax","Bryan","Walters","Den",0,1.4,12,0.00883002207505519,0,0.753609530691261,0.74040011152747,0
"WR","Arrelious Benn (7852293)","Arrelious Benn",7852293,3000,"Den@Jax 01:00PM ET","Jax","Arrelious","Benn","Den",0,1.6,9,0.0198675496688742,0,0.861268035075727,0.846171556031395,0
"WR","Bennie Fowler (7852294)","Bennie Fowler",7852294,3000,"Den@Jax 01:00PM ET","Den","Bennie","Fowler","Jax",4.04,0,7,0.0469973890339426,0,1.8425587483574,1.76343675568821,0
"WR","Marlon Brown (7852295)","Marlon Brown",7852295,3000,"Den@Jax 01:00PM ET","Den","Marlon","Brown","Jax",0,0,0,0,0,0,0,0
"WR","Jordan Taylor (7852297)","Jordan Taylor",7852297,3000,"Den@Jax 01:00PM ET","Den","Jordan","Taylor","Jax",0,3.4,8,0.0391644908616188,0,1.83019457453592,1.79811455656671,0
"WR","Rashad Greene Sr. (7852299)","Rashad Greene Sr.",7852299,3000,"Den@Jax 01:00PM ET","Jax","Rashad","Greene","Den",0,0,10,0.0154525386313466,0,0,0,0
"WR","Cody Latimer (7852300)","Cody Latimer",7852300,3000,"Den@Jax 01:00PM ET","Den","Cody","Latimer","Jax",0,0,11,0.0130548302872063,0,0,0,0
"RB","Jonathan Grimes (7852177)","Jonathan Grimes",7852177,3000,"Hou@GB 01:00PM ET","Hou","Jonathan","Grimes","GB",0,0,9,0.0174129353233831,0,0,0,0
"RB","Jay Prosch (7852181)","Jay Prosch",7852181,3000,"Hou@GB 01:00PM ET","Hou","Jay","Prosch","GB",0,0,0,0,0,0,0,0
"RB","Tyler Ervin (7852182)","Tyler Ervin",7852182,3000,"Hou@GB 01:00PM ET","Hou","Tyler","Ervin","GB",0,0,10,0.0124378109452736,0,0,0,0
"RB","Aaron Ripkowski (7852183)","Aaron Ripkowski",7852183,3000,"Hou@GB 01:00PM ET","GB","Aaron","Ripkowski","Hou",0,1.8,0,0,0,0.968926539460193,0.951943000535319,0
"RB","Joe Kerridge (7852184)","Joe Kerridge",7852184,3000,"Hou@GB 01:00PM ET","GB","Joe","Kerridge","Hou",0,0,0,0,0,0,0,0
"WR","Keith Mumphery (7852304)","Keith Mumphery",7852304,3000,"Hou@GB 01:00PM ET","Hou","Keith","Mumphery","GB",0,0,12,0.00497512437810945,0,0,0,0
"WR","Braxton Miller (7852306)","Braxton Miller",7852306,3000,"Hou@GB 01:00PM ET","Hou","Braxton","Miller","GB",4.46,5.2,6,0.0646766169154229,0,4.83323299955899,4.69682189630239,0
"WR","Trevor Davis (7852309)","Trevor Davis",7852309,3000,"Hou@GB 01:00PM ET","GB","Trevor","Davis","Hou",0,0,9,0.0170212765957447,0,0,0,0
"WR","Jaelen Strong (7852310)","Jaelen Strong",7852310,3000,"Hou@GB 01:00PM ET","Hou","Jaelen","Strong","GB",0,0,7,0.0597014925373134,0,0,0,0
"WR","Jeff Janis (7852312)","Jeff Janis",7852312,3000,"Hou@GB 01:00PM ET","GB","Jeff","Janis","Hou",3.57,1.2,8,0.0382978723404255,0,2.27415269255331,2.19291312687674,0
"WR","Geronimo Allison (7852313)","Geronimo Allison",7852313,3000,"Hou@GB 01:00PM ET","GB","Geronimo","Allison","Hou",0,0,9,0.0170212765957447,0,0,0,0
"RB","Cedric Peerman (7852187)","Cedric Peerman",7852187,3000,"Phi@Cin 01:00PM ET","Cin","Cedric","Peerman","Phi",0,0,0,0,0,0,0,0
"WR","James Wright (7852316)","James Wright",7852316,3000,"Phi@Cin 01:00PM ET","Cin","James","Wright","Phi",6.42,7.4,8,0.0406698564593301,0,6.91139118808031,6.71583650890221,0
"WR","Paul Turner (7852318)","Paul Turner",7852318,3000,"Phi@Cin 01:00PM ET","Phi","Paul","Turner","Cin",3.46,0,0,0,0,1.57803298745461,1.51027009274288,0
"WR","Alex Erickson (7852319)","Alex Erickson",7852319,3000,"Phi@Cin 01:00PM ET","Cin","Alex","Erickson","Phi",2.33,1.2,11,0.00956937799043062,0,1.70861485889906,1.65166026126947,0
"WR","Dorial Green-Beckham (7852320)","Dorial Green-Beckham",7852320,3000,"Phi@Cin 01:00PM ET","Phi","Dorial","Green-Beckham","Cin",9.15,8,4,0.142118863049096,0,8.47946209306928,8.2247801352429,0
"WR","Bryce Treggs (7852321)","Bryce Treggs",7852321,3000,"Phi@Cin 01:00PM ET","Phi","Bryce","Treggs","Cin",6.77,2.6,10,0.020671834625323,0,4.48721469719103,4.33009482706815,0
"WR","Nelson Agholor (7852322)","Nelson Agholor",7852322,3000,"Phi@Cin 01:00PM ET","Phi","Nelson","Agholor","Cin",0,4.8,5,0.136950904392765,0,2.58380410522718,2.53851466809418,0
"WR","Cody Core (7852323)","Cody Core",7852323,3000,"Phi@Cin 01:00PM ET","Cin","Cody","Core","Phi",0,0,13,0.00239234449760766,0,0,0,0
