"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","Projection_ceil","Projection_rceil","FreqInd","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Week8","Week9"
"WR","Nelson Agholor (7725754)","Nelson Agholor",7725754,3100,"Atl@Phi 01:00PM ET","Phi","Nelson","Agholor","Atl",7.68,9.1,2,0.168539325842697,7.98649880206831,7.92753446716665,11,9.1,0,15.7,8.2,5.1,NA,5.2,6.4,3,5.5,8.1
"TE","Austin Hooper (7725872)","Austin Hooper",7725872,3100,"Atl@Phi 01:00PM ET","Atl","Austin","Hooper","Phi",10.97,8.1,7,0.05625,8.70032654481036,8.72990621454498,13.2,8.1,0,2.4,11.4,NA,11.2,2.4,NA,NA,9.1,13.6
"WR","Jeff Janis (7725800)","Jeff Janis",7725800,3100,"GB@Ten 01:00PM ET","GB","Jeff","Janis","Ten",4.64,1.3,6,0.0392749244712991,2.50483575438067,2.5667426029188,9.5,1.3,0,NA,NA,NA,NA,NA,3.4,2.9,13,3.5
"RB","Jonathan Grimes (7725608)","Jonathan Grimes",7725608,3000,"Hou@Jax 01:00PM ET","Hou","Jonathan","Grimes","Jax",2.87,0,9,0.0235690235690236,1.10487494933757,1.16184818434962,5.8,0,0,NA,3.1,5.9,NA,NA,NA,NA,1.1,NA
"RB","Denard Robinson (7725610)","Denard Robinson",7725610,3000,"Hou@Jax 01:00PM ET","Jax","Denard","Robinson","Hou",0,0,12,0.00584795321637427,0,0,2.3,0,0,0.7,2.4,NA,NA,NA,NA,NA,NA,NA
"RB","Jay Prosch (7725612)","Jay Prosch",7725612,3000,"Hou@Jax 01:00PM ET","Hou","Jay","Prosch","Jax",0,0,12,0.00336700336700337,0,0,1.5,0,0,0.2,NA,NA,1.6,NA,NA,NA,NA,NA
"RB","Corey Grant (7725613)","Corey Grant",7725613,3000,"Hou@Jax 01:00PM ET","Jax","Corey","Grant","Hou",0,0,14,0.00292397660818713,0,0,6.4,0,0,NA,8.5,NA,NA,NA,NA,NA,NA,NA
"RB","Tyler Ervin (7725614)","Tyler Ervin",7725614,3000,"Hou@Jax 01:00PM ET","Hou","Tyler","Ervin","Jax",0,0,10,0.0168350168350168,0,0,1.6,0,0,1.8,NA,-1,NA,NA,1.4,1.9,NA,NA
"WR","Bryan Walters (7725710)","Bryan Walters",7725710,3000,"Hou@Jax 01:00PM ET","Jax","Bryan","Walters","Hou",0,0,11,0.0116959064327485,0,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,9.4,-1
"WR","Arrelious Benn (7725711)","Arrelious Benn",7725711,3000,"Hou@Jax 01:00PM ET","Jax","Arrelious","Benn","Hou",0,0,8,0.0263157894736842,0,0,7.5,0,0,NA,1.9,NA,1.1,NA,12.1,4.9,NA,2.6
"WR","Keith Mumphery (7725713)","Keith Mumphery",7725713,3000,"Hou@Jax 01:00PM ET","Hou","Keith","Mumphery","Jax",3.72,6.3,13,0,4.91434093029152,4.84181846635799,0,6.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Braxton Miller (7725715)","Braxton Miller",7725715,3000,"Hou@Jax 01:00PM ET","Hou","Braxton","Miller","Jax",9.08,7.8,7,0.0437710437710438,7.8069051013458,7.80593577834948,3.9,7.8,0,1.6,1.1,NA,NA,2.2,3.3,NA,4.8,NA
"WR","Rashad Greene Sr. (7725717)","Rashad Greene",7725717,3000,"Hou@Jax 01:00PM ET","Jax","Rashad","Greene","Hou",2,0,9,0.0204678362573099,0.769947699886807,0.809650302682659,NA,0,0,1.9,1.7,NA,1.8,NA,NA,1.8,NA,NA
"WR","Jaelen Strong (7725719)","Jaelen Strong",7725719,3000,"Hou@Jax 01:00PM ET","Hou","Jaelen","Strong","Jax",0,0,6,0.0808080808080808,0,0,7.9,0,0,NA,NA,2.5,8.1,8.9,4.6,3,NA,NA
"RB","John Kuhn (7725617)","John Kuhn",7725617,3000,"Den@NO 01:00PM ET","NO","John","Kuhn","Den",0,2.1,8,0.0314285714285714,1.16074606950069,1.11195630112275,12.7,2.1,0,NA,3,6.3,21.2,NA,NA,0.3,3.2,3.4
"RB","Travaris Cadet (7725618)","Travaris Cadet",7725618,3000,"Den@NO 01:00PM ET","NO","Travaris","Cadet","Den",3.3,1.1,5,0.0914285714285714,1.87842355074216,1.91837630001449,8.4,1.1,0,10.5,3.7,9.2,NA,NA,7,2.7,1.7,1.4
"RB","Marcus Murphy (7725620)","Marcus Murphy",7725620,3000,"Den@NO 01:00PM ET","NO","Marcus","Murphy","Den",0,0,13,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","Juwan Thompson (7725621)","Juwan Thompson",7725621,3000,"Den@NO 01:00PM ET","Den","Juwan","Thompson","NO",0,1.2,0,0,0.663283468286107,0.63540360064157,6.1,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","Daniel Lasco (7725623)","Daniel Lasco",7725623,3000,"Den@NO 01:00PM ET","NO","Daniel","Lasco","Den",0,0,12,0.0114285714285714,0,0,2.8,0,0,NA,NA,NA,2.9,NA,1.9,NA,1.5,NA
"RB","Andy Janovich (7725624)","Andy Janovich",7725624,3000,"Den@NO 01:00PM ET","Den","Andy","Janovich","NO",0,0,9,0.016025641025641,0,0,6.5,0,0,8.8,2.1,2.5,NA,0.2,NA,2.3,NA,NA
"WR","Jordan Norwood (7725721)","Jordan Norwood",7725721,3000,"Den@NO 01:00PM ET","Den","Jordan","Norwood","NO",5.56,5.4,3,0.0865384615384615,5.1252302129728,5.11014404434486,8.9,5.4,0,NA,5.4,NA,4.5,4.4,8.9,1.8,1.9,13.6
"WR","Bennie Fowler (7725724)","Bennie Fowler",7725724,3000,"Den@NO 01:00PM ET","Den","Bennie","Fowler","NO",2.79,2,7,0.0512820512820513,2.17954948848561,2.18846817331159,6.7,2,0,NA,NA,2.3,NA,3.3,11.2,1.7,NA,1.4
"WR","Jordan Taylor (7725725)","Jordan Taylor",7725725,3000,"Den@NO 01:00PM ET","Den","Jordan","Taylor","NO",0,1.2,8,0.0288461538461538,0.663283468286107,0.63540360064157,3.9,1.2,0,NA,3,NA,1.9,NA,0.1,NA,4.5,1.6
"WR","Brandon Coleman (7725726)","Brandon Coleman",7725726,3000,"Den@NO 01:00PM ET","NO","Brandon","Coleman","Den",5.22,1.1,7,0.06,2.6175733426335,2.69564059058985,10.4,1.1,0,NA,3.5,14.8,3.7,NA,1.6,8,6.4,4.5
"WR","Tommylee Lewis (7725729)","Tommylee Lewis",7725729,3000,"Den@NO 01:00PM ET","NO","Tommylee","Lewis","Den",0,0,10,0.0257142857142857,0,0,5.4,0,0,NA,0.9,7.4,2.3,NA,4.4,NA,NA,NA
"WR","Cody Latimer (7725730)","Cody Latimer",7725730,3000,"Den@NO 01:00PM ET","Den","Cody","Latimer","NO",0,0,9,0.016025641025641,0,0,2.9,0,0,NA,3.2,2,NA,NA,NA,NA,NA,NA
"WR","Jake Lampman (7725732)","Jake Lampman",7725732,3000,"Den@NO 01:00PM ET","NO","Jake","Lampman","Den",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","Chase Reynolds (7725627)","Chase Reynolds",7725627,3000,"LA@NYJ 01:00PM ET","LA","Chase","Reynolds","NYJ",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","C.J. Spiller (7725628)","C.J. Spiller",7725628,3000,"LA@NYJ 01:00PM ET","NYJ","C.J.","Spiller","LA",0,0,13,0,0,0,10.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","Malcolm Brown (7725631)","Malcolm Brown",7725631,3000,"LA@NYJ 01:00PM ET","LA","Malcolm","Brown","NYJ",0,0,9,0.00704225352112676,0,0,3.9,0,0,2.3,NA,NA,NA,3.8,NA,NA,NA,NA
"WR","Charone Peake (7725738)","Charone Peake",7725738,3000,"LA@NYJ 01:00PM ET","NYJ","Charone","Peake","LA",0,2,8,0.0504731861198738,1.10547244714351,1.05900600106928,10.3,2,0,NA,NA,NA,12,1.6,9.3,1.8,2.3,NA
"WR","Bradley Marquez (7725739)","Bradley Marquez",7725739,3000,"LA@NYJ 01:00PM ET","LA","Bradley","Marquez","NYJ",1.64,0,8,0.0176056338028169,0.631357113907181,0.663913248199781,2.1,0,0,NA,NA,2.2,NA,0.2,2.3,NA,NA,NA
"WR","Devin Smith (7725740)","Devin Smith",7725740,3000,"LA@NYJ 01:00PM ET","NYJ","Devin","Smith","LA",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Nelson Spruce (7725741)","Nelson Spruce",7725741,3000,"LA@NYJ 01:00PM ET","LA","Nelson","Spruce","NYJ",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Robby Anderson (7725742)","Robby Anderson",7725742,3000,"LA@NYJ 01:00PM ET","NYJ","Robby","Anderson","LA",4.74,7.8,4,0.0977917981072555,6.13611859259142,6.04899462152811,8.9,7.8,0,NA,NA,5.4,3.2,2,6.4,10.1,6.1,8.9
"WR","Pharoh Cooper (7725744)","Pharoh Cooper",7725744,3000,"LA@NYJ 01:00PM ET","LA","Pharoh","Cooper","NYJ",0,0,11,0.00352112676056338,0,0,1.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.3
"WR","Mike Thomas (7725745)","Mike Thomas",7725745,3000,"LA@NYJ 01:00PM ET","LA","Mike","Thomas","NYJ",0,0,9,0.00704225352112676,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Lance Kendricks (7725859)","Lance Kendricks",7725859,3000,"LA@NYJ 01:00PM ET","LA","Lance","Kendricks","NYJ",10.55,9.1,3,0.190140845070423,9.09137375140588,9.08938265151627,14.6,9.1,1,3.5,10.1,NA,10.2,4.4,14.4,12.5,NA,16
"RB","Stevan Ridley (7725634)","Stevan Ridley",7725634,3000,"Atl@Phi 01:00PM ET","Atl","Stevan","Ridley","Phi",0,0,0,0,0,0,0.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7
"RB","Patrick DiMarco (7725636)","Patrick DiMarco",7725636,3000,"Atl@Phi 01:00PM ET","Atl","Patrick","DiMarco","Phi",0,0,11,0.021875,0,0,5,0,0,1.8,NA,NA,2.8,2.3,1.3,1.3,NA,7.1
"RB","Kenjon Barner (7725637)","Kenjon Barner",7725637,3000,"Atl@Phi 01:00PM ET","Phi","Kenjon","Barner","Atl",0,1.7,11,0.00374531835205993,0.939651580071984,0.900155100908891,7.8,1.7,0,4.2,0.2,10.2,NA,NA,0.6,NA,2.4,6.3
"WR","Eric Weems (7725746)","Eric Weems",7725746,3000,"Atl@Phi 01:00PM ET","Atl","Eric","Weems","Phi",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Aldrick Robinson (7725747)","Aldrick Robinson",7725747,3000,"Atl@Phi 01:00PM ET","Atl","Aldrick","Robinson","Phi",2.37,1.1,8,0.046875,1.5203978702948,1.54188890926706,8.1,1.1,0,NA,6.9,1.4,12.8,NA,1.8,NA,NA,NA
"WR","Justin Hardy (7725751)","Justin Hardy",7725751,3000,"Atl@Phi 01:00PM ET","Atl","Justin","Hardy","Phi",3.29,1.6,9,0.040625,2.15094192402861,2.1790795487684,8.2,1.6,0,1,7.8,10.6,NA,NA,6,2.6,2.3,NA
"WR","Dorial Green-Beckham (7725752)","Dorial Green-Beckham",7725752,3000,"Atl@Phi 01:00PM ET","Phi","Dorial","Green-Beckham","Atl",7.21,8.2,3,0.146067415730337,7.30809849138033,7.26071394555505,8.9,8.2,0,NA,3.8,6.3,NA,7.3,3.3,8.8,10.5,NA
"WR","Bryce Treggs (7725753)","Bryce Treggs",7725753,3000,"Atl@Phi 01:00PM ET","Phi","Bryce","Treggs","Atl",0,4.6,9,0.0149812734082397,2.54258662843008,2.43571380245935,8.9,4.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","Mike Tolbert (7725642)","Mike Tolbert",7725642,3000,"KC@Car 01:00PM ET","Car","Mike","Tolbert","KC",0,2.3,8,0.0235690235690236,1.27129331421504,1.21785690122968,2.7,2.3,0,1.7,2.5,3.9,0.9,0.2,1.2,NA,0.2,0.1
"RB","Anthony Sherman (7725645)","Anthony Sherman",7725645,3000,"KC@Car 01:00PM ET","KC","Anthony","Sherman","Car",0,0,10,0.0137931034482759,0,0,1.7,0,0,NA,NA,1.3,NA,NA,NA,1,NA,1.6
"RB","Bishop Sankey (7725648)","Bishop Sankey",7725648,3000,"KC@Car 01:00PM ET","KC","Bishop","Sankey","Car",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Brenton Bersin (7725758)","Brenton Bersin",7725758,3000,"KC@Car 01:00PM ET","Car","Brenton","Bersin","KC",0,0,10,0.00336700336700337,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Corey Brown (7725760)","Corey Brown",7725760,3000,"KC@Car 01:00PM ET","Car","Corey","Brown","KC",0,4.4,4,0.117845117845118,2.43203938371572,2.32981320235242,10.3,4.4,0,2.1,4.5,9.7,15.8,3.3,4.3,NA,1.3,2.1
"WR","De'Anthony Thomas (7725763)","De'Anthony Thomas",7725763,3000,"KC@Car 01:00PM ET","KC","De'Anthony","Thomas","Car",0,0,9,0.0172413793103448,0,0,3.6,0,0,NA,NA,NA,NA,NA,3.4,3.2,0.2,NA
"WR","Demarcus Robinson (7725765)","Demarcus Robinson",7725765,3000,"KC@Car 01:00PM ET","KC","Demarcus","Robinson","Car",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","Antone Smith (7725651)","Antone Smith",7725651,3000,"Chi@TB 01:00PM ET","TB","Antone","Smith","Chi",0,0,0,0,0,0,7.8,0,0,NA,NA,NA,NA,NA,NA,NA,3.5,7.2
"WR","Deonte Thompson (7725768)","Deonte Thompson",7725768,3000,"Chi@TB 01:00PM ET","Chi","Deonte","Thompson","TB",0,0,11,0.0101351351351351,0,0,0.7,0,0,NA,NA,NA,NA,NA,NA,1.4,NA,NA
"WR","Joshua Bellamy (7725771)","Joshua Bellamy",7725771,3000,"Chi@TB 01:00PM ET","Chi","Joshua","Bellamy","TB",0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Cecil Shorts III (7725772)","Cecil Shorts III",7725772,3000,"Chi@TB 01:00PM ET","TB","Cecil","Shorts III","Chi",0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Freddie Martino (7725773)","Freddie Martino",7725773,3000,"Chi@TB 01:00PM ET","TB","Freddie","Martino","Chi",4.73,2.9,12,0.00943396226415094,3.42386135859039,3.45038166739495,2.3,2.9,0,NA,NA,NA,NA,NA,NA,NA,NA,1.9
"RB","Zach Line (7725660)","Zach Line",7725660,3000,"Min@Was 01:00PM ET","Min","Zach","Line","Was",0,0,12,0.00352112676056338,0,0,0.6,0,0,NA,NA,NA,0.6,NA,NA,0.2,NA,NA
"RB","Mack Brown (7725663)","Mack Brown",7725663,3000,"Min@Was 01:00PM ET","Was","Mack","Brown","Min",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Charles Johnson (7725778)","Charles Johnson",7725778,3000,"Min@Was 01:00PM ET","Min","Charles","Johnson","Was",3.19,1.7,6,0.0704225352112676,2.16771816139144,2.19154733368773,5.2,1.7,0,1.5,3.5,NA,9,1.2,NA,NA,NA,1.9
"WR","Jarius Wright (7725780)","Jarius Wright",7725780,3000,"Min@Was 01:00PM ET","Min","Jarius","Wright","Was",0,0,9,0.0176056338028169,0,0,7.2,0,0,NA,NA,NA,NA,7.2,NA,NA,NA,NA
"WR","Ryan Grant (7725781)","Ryan Grant",7725781,3000,"Min@Was 01:00PM ET","Was","Ryan","Grant","Min",1.64,6.7,8,0.0302114803625378,4.33468981183794,4.21158335178188,2.1,6.7,0,NA,1.5,NA,NA,NA,NA,1.5,2.7,NA
"WR","Rashad Ross (7725782)","Rashad Ross",7725782,3000,"Min@Was 01:00PM ET","Was","Rashad","Ross","Min",0,3.5,12,0.00604229607250755,1.93457678250114,1.85326050187125,1.8,3.5,0,NA,NA,NA,NA,1.8,NA,NA,NA,NA
"WR","Maurice Harris (7725784)","Maurice Harris",7725784,3000,"Min@Was 01:00PM ET","Was","Maurice","Harris","Min",0,0,12,0.00604229607250755,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Laquon Treadwell (7725788)","Laquon Treadwell",7725788,3000,"Min@Was 01:00PM ET","Min","Laquon","Treadwell","Was",0,0,12,0.00352112676056338,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.5
"RB","Jalston Fowler (7725669)","Jalston Fowler",7725669,3000,"GB@Ten 01:00PM ET","Ten","Jalston","Fowler","GB",0,0,12,0.0033112582781457,0,0,2.4,0,0,NA,NA,2.4,NA,NA,NA,NA,NA,NA
"RB","Antonio Andrews (7725670)","Antonio Andrews",7725670,3000,"GB@Ten 01:00PM ET","Ten","Antonio","Andrews","GB",1.47,0,0,0,0.565911559416803,0.595092972471755,1.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.5
"RB","Aaron Ripkowski (7725671)","Aaron Ripkowski",7725671,3000,"GB@Ten 01:00PM ET","GB","Aaron","Ripkowski","Ten",2.37,1.1,11,0.0151057401812689,1.5203978702948,1.54188890926706,3.5,1.1,0,NA,NA,NA,NA,1.7,1.2,2.6,4.3,1.7
"RB","Don Jackson (7725673)","Don Jackson",7725673,3000,"GB@Ten 01:00PM ET","GB","Don","Jackson","Ten",3.28,2.6,14,0.00604229607250755,2.69982840910093,2.70453429778963,1.6,2.6,0,NA,NA,NA,NA,NA,NA,NA,1,1.6
"WR","Harry Douglas (7725790)","Harry Douglas",7725790,3000,"GB@Ten 01:00PM ET","Ten","Harry","Douglas","GB",3.21,2.1,9,0.033112582781457,2.39651212781901,2.41144503692842,6.6,2.1,0,4.1,NA,4,NA,NA,NA,NA,NA,6.8
"WR","Marc Mariani (7725791)","Marc Mariani",7725791,3000,"GB@Ten 01:00PM ET","Ten","Marc","Mariani","GB",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Tre McBride (7725795)","Tre McBride",7725795,3000,"GB@Ten 01:00PM ET","Ten","Tre","McBride","GB",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Trevor Davis (7725798)","Trevor Davis",7725798,3000,"GB@Ten 01:00PM ET","GB","Trevor","Davis","Ten",0,0,9,0.0211480362537764,0,0,5.9,0,0,NA,NA,NA,NA,NA,NA,NA,11.4,NA
"WR","Tajae Sharpe (7725799)","Tajae Sharpe",7725799,3000,"GB@Ten 01:00PM ET","Ten","Tajae","Sharpe","GB",8.14,9.2,1,0.201986754966887,8.21886039539945,8.16670433683713,11.1,9.2,0,14.6,7.3,7.8,3.5,3.7,0.1,9.9,2.1,9.8
"WR","Geronimo Allison (7725801)","Geronimo Allison",7725801,3000,"GB@Ten 01:00PM ET","GB","Geronimo","Allison","Ten",0,0,11,0.0151057401812689,0,0,12.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","Kenyan Drake (7725679)","Kenyan Drake",7725679,3000,"Mia@SD 04:05PM ET","Mia","Kenyan","Drake","SD",0,2.5,11,0.033195020746888,1.38184055892939,1.3237575013366,9.2,2.5,0,NA,9.8,6.8,1.5,4,NA,NA,NA,7.6
"WR","Griff Whalen (7725803)","Griff Whalen",7725803,3000,"Mia@SD 04:05PM ET","SD","Griff","Whalen","Mia",1.61,7.6,10,0.00909090909090909,4.82060319755422,4.67599129772282,2,7.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Isaiah Burse (7725806)","Isaiah Burse",7725806,3000,"Mia@SD 04:05PM ET","SD","Isaiah","Burse","Mia",0,0,15,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Jakeem Grant (7725809)","Jakeem Grant",7725809,3000,"Mia@SD 04:05PM ET","Mia","Jakeem","Grant","SD",1.6,0,13,0.004149377593361,0.615958159909445,0.647720242146128,3.1,0,0,NA,NA,NA,NA,6,NA,NA,NA,NA
"WR","Jeremy Butler (7725810)","Jeremy Butler",7725810,3000,"Mia@SD 04:05PM ET","SD","Jeremy","Butler","Mia",0,0,13,0.00303030303030303,0,0,1.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Leonte Carroo (7725812)","Leonte Carroo",7725812,3000,"Mia@SD 04:05PM ET","Mia","Leonte","Carroo","SD",0,2.4,12,0.012448132780083,1.32656693657221,1.27080720128314,3.1,2.4,0,3.4,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Hunter Henry (7725913)","Hunter Henry",7725913,3000,"Mia@SD 04:05PM ET","SD","Hunter","Henry","Mia",7.6,5.2,6,0.1,5.80002962214299,5.83008675297424,17.9,5.2,1,3,NA,11.6,16.1,16.4,20.3,2.6,3.4,NA
"RB","Stepfan Taylor (7725683)","Stepfan Taylor",7725683,3000,"SF@Ari 04:25PM ET","Ari","Stepfan","Taylor","SF",0,1.9,0,0,1.05019882478634,1.00605570101582,1.7,1.9,0,NA,NA,NA,NA,-0.2,1.4,NA,NA,NA
"RB","Kerwynn Williams (7725684)","Kerwynn Williams",7725684,3000,"SF@Ari 04:25PM ET","Ari","Kerwynn","Williams","SF",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Keshawn Martin (7725817)","Keshawn Martin",7725817,3000,"SF@Ari 04:25PM ET","SF","Keshawn","Martin","Ari",0,0,0,0,0,0,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Rod Streater (7725819)","Rod Streater",7725819,3000,"SF@Ari 04:25PM ET","SF","Rod","Streater","Ari",2.6,3.7,9,0.028,3.04605603706834,3.01170649546563,3,3.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Quinton Patton (7725821)","Quinton Patton",7725821,3000,"SF@Ari 04:25PM ET","SF","Quinton","Patton","Ari",8.54,6.5,2,0.164,6.88046213173308,6.89897629593013,13.1,6.5,0,11,5.5,1.8,2.3,3.6,9.2,4.3,NA,19.6
"WR","Brittan Golden (7725822)","Brittan Golden",7725822,3000,"SF@Ari 04:25PM ET","Ari","Brittan","Golden","SF",0,0,11,0.00898203592814371,0,0,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,4.9,NA
"WR","Aaron Burbridge (7725823)","Aaron Burbridge",7725823,3000,"SF@Ari 04:25PM ET","SF","Aaron","Burbridge","Ari",0,1.4,9,0.028,0.773830713000458,0.741304200748498,1.6,1.4,0,NA,NA,NA,1.5,NA,NA,1.5,NA,NA
"WR","Chris Hubert (7725824)","Chris Hubert",7725824,3000,"SF@Ari 04:25PM ET","Ari","Chris","Hubert","SF",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","Darren McFadden (7725689)","Darren McFadden",7725689,3000,"Dal@Pit 04:25PM ET","Dal","Darren","McFadden","Pit",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","Lance Dunbar (7725691)","Lance Dunbar",7725691,3000,"Dal@Pit 04:25PM ET","Dal","Lance","Dunbar","Pit",0,2.7,8,0.0233463035019455,1.49238780364374,1.42965810144353,5.9,2.7,0,2.6,5.2,6.1,3.6,NA,NA,NA,NA,NA
"RB","Fitzgerald Toussaint (7725692)","Fitzgerald Toussaint",7725692,3000,"Dal@Pit 04:25PM ET","Pit","Fitzgerald","Toussaint","Dal",2.76,3,12,0.00309597523219814,2.72073649655906,2.70582641930599,1.6,3,0,0.6,2.3,NA,NA,NA,NA,NA,NA,NA
"RB","Roosevelt Nix (7725694)","Roosevelt Nix",7725694,3000,"Dal@Pit 04:25PM ET","Pit","Roosevelt","Nix","Dal",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","Keith Smith (7725695)","Keith Smith",7725695,3000,"Dal@Pit 04:25PM ET","Dal","Keith","Smith","Pit",0,0,9,0.0116731517509728,0,0,2.3,0,0,NA,1.5,NA,2.6,NA,NA,NA,1.1,NA
"RB","Darius Jackson (7725696)","Darius Jackson",7725696,3000,"Dal@Pit 04:25PM ET","Dal","Darius","Jackson","Pit",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR","Darrius Heyward-Bey (7725825)","Darrius Heyward-Bey",7725825,3000,"Dal@Pit 04:25PM ET","Pit","Darrius","Heyward-Bey","Dal",0,0,8,0.0495356037151703,0,0,12,0,0,NA,1.7,NA,10.1,NA,12,12,NA,NA
"WR","Markus Wheaton (7725831)","Markus Wheaton",7725831,3000,"Dal@Pit 04:25PM ET","Pit","Markus","Wheaton","Dal",0,0,9,0.0309597523219814,0,0,11.3,0,0,NA,NA,1.2,12,3.9,NA,NA,NA,NA
"WR","Cobi Hamilton (7725832)","Cobi Hamilton",7725832,3000,"Dal@Pit 04:25PM ET","Pit","Cobi","Hamilton","Dal",0,2.1,10,0.0278637770897833,1.16074606950069,1.11195630112275,11.9,2.1,0,NA,NA,NA,NA,NA,NA,6.6,NA,NA
"WR","Lucky Whitehead (7725835)","Lucky Whitehead",7725835,3000,"Dal@Pit 04:25PM ET","Dal","Lucky","Whitehead","Pit",0,1,11,0.00389105058365759,0.552736223571756,0.529503000534642,3.8,1,0,NA,NA,0.3,0.8,0.9,7.1,NA,1.7,0.2
"RB","James Develin (7725698)","James Develin",7725698,3000,"Sea@NE 08:30PM ET","NE","James","Develin","Sea",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","Will Tukuafu (7725699)","Will Tukuafu",7725699,3000,"Sea@NE 08:30PM ET","Sea","Will","Tukuafu","NE",0,0,13,0.00408163265306122,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","Brandon Bolden (7725701)","Brandon Bolden",7725701,3000,"Sea@NE 08:30PM ET","NE","Brandon","Bolden","Sea",0,1.2,9,0.0148148148148148,0.663283468286107,0.63540360064157,2.7,1.2,0,0.4,NA,NA,3.5,NA,NA,NA,NA,NA
"RB","Dion Lewis (7725702)","Dion Lewis",7725702,3000,"Sea@NE 08:30PM ET","NE","Dion","Lewis","Sea",2.34,11.1,13,0,7.03621089051405,6.82477416007323,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","Tyler Gaffney (7725703)","Tyler Gaffney",7725703,3000,"Sea@NE 08:30PM ET","NE","Tyler","Gaffney","Sea",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RB","D.J. Foster (7725707)","D.J. Foster",7725707,3000,"Sea@NE 08:30PM ET","NE","D.J.","Foster","Sea",0,0,10,0.00740740740740741,0,0,2.2,0,0,NA,1.9,NA,NA,1.7,NA,NA,NA,NA
"RB","Alex Collins (7725709)","Alex Collins",7725709,3000,"Sea@NE 08:30PM ET","Sea","Alex","Collins","NE",0,0,9,0.0122448979591837,0,0,6.4,0,0,NA,NA,5.1,0.1,NA,8.1,0.2,NA,NA
"WR","Matthew Slater (7725836)","Matthew Slater",7725836,3000,"Sea@NE 08:30PM ET","NE","Matthew","Slater","Sea",0,0,11,0.0037037037037037,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
