"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Actual","Projection_reg","Projection_reg_split","RankTargets","RollingTargetPctg","FreqInd","ValueWR","Ownership.Pctg.Pred"
"TE","Martellus Bennett (7852419)","Martellus Bennett",7852419,4800,"LA@NE 01:00PM ET","NE","Martellus","Bennett","LA",11.54,9.8,2.4,10.2199443848116,10.5384171990082,3,0.151898734177215,1,0,2.54768150637712
"WR","Tyler Boyd (7852324)","Tyler Boyd",7852324,4800,"Phi@Cin 01:00PM ET","Cin","Tyler","Boyd","Phi",13.47,13.203,10.6,12.8604928370412,13.2488440468931,3,0.143540669856459,0,0,3.57534948648967
"RB","Rashad Jennings (7852220)","Rashad Jennings",7852220,4800,"NYG@Pit 04:25PM ET","NYG","Rashad","Jennings","Pit",11.83,12,17.3,11.5100136058274,11.8549236276888,5,0.0660377358490566,1,0,2.9144187682952
"TE","Travis Kelce (7852404)","Travis Kelce",7852404,4700,"KC@Atl 01:00PM ET","KC","Travis","Kelce","Atl",14.61,15.2,25,14.415810723042,14.8453590345812,1,0.20935960591133,1,0,21.2161982614161
"WR","Will Fuller (7852311)","Will Fuller",7852311,4700,"Hou@GB 01:00PM ET","Hou","Will","Fuller","GB",10.66,9.401,10.9,9.62428655892116,9.92175075990403,2,0.151741293532338,1,1,3.60097176838599
"RB","Rob Kelley (7852235)","Rob Kelley",7852235,4700,"Was@Ari 04:25PM ET","Was","Rob","Kelley","Ari",0,12.6,6.3,6.66360100374723,6.78248577622135,9,0.0176991150442478,1,0,2.03449647467501
"WR","Tyreek Hill (7852267)","Tyreek Hill",7852267,4600,"KC@Atl 01:00PM ET","KC","Tyreek","Hill","Atl",12.59,21.5,12.2,16.8658928470715,17.3153225485132,2,0.140394088669951,1,1,22.971186686322
"RB","Mike Gillislee (7852214)","Mike Gillislee",7852214,4600,"Buf@Oak 04:05PM ET","Buf","Mike","Gillislee","Oak",5.77,3.3,16.9,4.2638006363744,4.40794056442839,9,0.0342679127725857,1,0,0.65518604006902
"WR","Travis Benjamin (7852384)","Travis Benjamin",7852384,4600,"TB@SD 04:25PM ET","SD","Travis","Benjamin","TB",8.94,8.9,4.4,8.60908784375449,8.86814879419664,3,0.155555555555556,1,1,0.750748286391767
"RB","Jacquizz Rodgers (7852238)","Jacquizz Rodgers",7852238,4500,"TB@SD 04:25PM ET","TB","Jacquizz","Rodgers","SD",0,4.1,6,2.16831461233045,2.20699933988155,8,0.0306603773584906,0,0,1.17540096329669
"WR","Mohamed Sanu (7852260)","Mohamed Sanu",7852260,4400,"KC@Atl 01:00PM ET","Atl","Mohamed","Sanu","KC",10.89,12.7,4.6,11.4699090699211,11.8030142288126,2,0.184415584415584,1,1,4.73342474273963
"WR","Marvin Jones Jr. (7852271)","Marvin Jones",7852271,4400,"Det@NO 01:00PM ET","Det","Marvin","Jones","NO",0,0,0,0,0,2,0.216417910447761,0,1,NA
"WR","Chris Hogan (7852284)","Chris Hogan",7852284,4400,"LA@NE 01:00PM ET","NE","Chris","Hogan","LA",9.03,9.6,12.3,9.0185723816994,9.28600066037202,5,0.10126582278481,1,1,2.79516290776005
"RB","James Starks (7852176)","James Starks",7852176,4400,"Hou@GB 01:00PM ET","GB","James","Starks","Hou",12.13,11.2,0.1,11.217876101749,11.5611132795834,7,0.0531914893617021,1,0,3.87582701438606
"RB","Darren Sproles (7852186)","Darren Sproles",7852186,4400,"Phi@Cin 01:00PM ET","Phi","Darren","Sproles","Cin",9.93,14.101,16.9,11.7912747048494,12.1187880173199,3,0.144702842377261,1,0,1.37663316646831
"RB","Tevin Coleman (7852144)","Tevin Coleman",7852144,4300,"KC@Atl 01:00PM ET","Atl","Tevin","Coleman","KC",10.18,8.8,4.9,9.0974549871098,9.37985737565866,6,0.0675324675324675,1,0,1.1336898337949
"RB","Alfred Blue (7852180)","Alfred Blue",7852180,4300,"Hou@GB 01:00PM ET","Hou","Alfred","Blue","GB",0,3.001,6.1,1.58657166755886,1.61487756576699,11,0.00995024875621891,0,0,-0.0872683790290772
"RB","Jeremy Hill (7852191)","Jeremy Hill",7852191,4300,"Phi@Cin 01:00PM ET","Cin","Jeremy","Hill","Phi",13.59,14.9,12.5,13.8119294248995,14.2186708019341,7,0.0478468899521531,1,0,14.8095487923127
"RB","Wendell Smallwood (7852192)","Wendell Smallwood",7852192,4300,"Phi@Cin 01:00PM ET","Phi","Wendell","Smallwood","Cin",6.86,10,1.9,8.28292275589452,8.51162646024601,9,0.0258397932816537,0,0,1.53209153465282
"WR","Brandon LaFell (7852314)","Brandon LaFell",7852314,4300,"Phi@Cin 01:00PM ET","Cin","Brandon","LaFell","Phi",11.98,10.1,20.5,10.5706590200088,10.9005796707526,2,0.162679425837321,0,1,0.43165179454852
"TE","Zach Ertz (7852440)","Zach Ertz",7852440,4300,"Phi@Cin 01:00PM ET","Phi","Zach","Ertz","Cin",10.99,9.4,22.9,9.76832966025213,10.0722567962798,2,0.149870801033592,1,0,7.1193990025961
"WR","Ty Montgomery (7852307)","Ty Montgomery",7852307,4200,"Hou@GB 01:00PM ET","GB","Ty","Montgomery","Hou",9.17,6.3,7.6,7.3344527418887,7.57348638376349,5,0.0808510638297872,0,1,-0.342026902268812
"RB","Fitzgerald Toussaint (7852223)","Fitzgerald Toussaint",7852223,4200,"NYG@Pit 04:25PM ET","Pit","Fitzgerald","Toussaint","NYG",2.39,3.801,0,3.05287869460794,3.13554014978361,13,0.00229885057471264,0,0,-0.242917811862
"WR","Pierre Garcon (7852373)","Pierre Garcon",7852373,4200,"Was@Ari 04:25PM ET","Was","Pierre","Garcon","Ari",10.54,12.9,14.8,11.4229075281649,11.7510451188592,2,0.176991150442478,1,1,3.10413771230717
"WR","Michael Floyd (7852374)","Michael Floyd",7852374,4200,"Was@Ari 04:25PM ET","Ari","Michael","Floyd","Was",9.3,10.201,10.8,9.45374016175469,9.73211747601465,3,0.134328358208955,0,0,0.294479829846443
"WR","Anquan Boldin (7852268)","Anquan Boldin",7852268,4100,"Det@NO 01:00PM ET","Det","Anquan","Boldin","NO",12.23,13.1,8,12.266354249182,12.6294769610466,3,0.174129353233831,1,1,8.4817565845645
"RB","Jeremy Langford (7852204)","Jeremy Langford",7852204,4100,"SF@Chi 01:00PM ET","Chi","Jeremy","Langford","SF",4.8,5.7,0.2,5.10965855135774,5.25744608587696,7,0.0509708737864078,0,0,0.483969240970756
"WR","Cameron Meredith (7852344)","Cameron Meredith",7852344,4100,"SF@Chi 01:00PM ET","Chi","Cameron","Meredith","SF",11.51,10.7,9.7,10.6828210576855,11.0091981017951,3,0.145631067961165,0,1,3.05434261516007
"WR","Robert Woods (7852354)","Robert Woods",7852354,4100,"Buf@Oak 04:05PM ET","Buf","Robert","Woods","Oak",0,0,0,0,0,1,0.199376947040498,1,1,NA
"TE","Antonio Gates (7852481)","Antonio Gates",7852481,4100,"TB@SD 04:25PM ET","SD","Antonio","Gates","TB",11.22,10.9,7.7,10.6620091707168,10.9845937257282,4,0.140740740740741,1,0,5.16841848143134
"WR","Taylor Gabriel (7852266)","Taylor Gabriel",7852266,4000,"KC@Atl 01:00PM ET","Atl","Taylor","Gabriel","KC",9.25,6.8,9.4,7.6338008928651,7.87911895657331,5,0.0753246753246753,0,0,7.37537808564627
"RB","Benny Cunningham (7852163)","Benny Cunningham",7852163,4000,"LA@NE 01:00PM ET","LA","Benny","Cunningham","NE",3.93,7.7,-0.1,5.78762300197898,5.93724248836743,6,0.0558510638297872,0,0,NA
"RB","James White (7852164)","James White",7852164,4000,"LA@NE 01:00PM ET","NE","James","White","LA",8.61,9.801,7.5,8.94101624269118,9.20210602755101,2,0.172151898734177,1,0,0.683699704935926
"RB","Kapri Bibbs (7852172)","Kapri Bibbs",7852172,4000,"Den@Jax 01:00PM ET","Den","Kapri","Bibbs","Jax",5.69,5.6,4.9,5.44525270845293,5.60952705300109,12,0.010443864229765,0,0,NA
"WR","Marqise Lee (7852298)","Marqise Lee",7852298,4000,"Den@Jax 01:00PM ET","Jax","Marqise","Lee","Den",10.82,11.701,7.4,10.9104972501495,11.2327961840227,3,0.15673289183223,1,1,0.372015365875641
"WR","Marquess Wilson (7852343)","Marquess Wilson",7852343,4000,"SF@Chi 01:00PM ET","Chi","Marquess","Wilson","SF",12.17,9,0,10.0718499820641,10.3951128872786,9,0.0364077669902913,0,1,12.7872883785985
"RB","Shane Vereen (7852221)","Shane Vereen",7852221,4000,"NYG@Pit 04:25PM ET","NYG","Shane","Vereen","Pit",0,0,0,0,0,10,0.0330188679245283,0,0,NA
"RB","Charles Sims (7852240)","Charles Sims",7852240,4000,"TB@SD 04:25PM ET","TB","Charles","Sims","SD",0,0,0,0,0,7,0.0424528301886792,1,0,NA
"WR","Ted Ginn Jr. (7852394)","Ted Ginn",7852394,4000,"Car@Sea 08:30PM ET","Car","Ted","Ginn","Sea",7.59,8.001,19.6,7.54384911076924,7.76797901202039,3,0.155,0,1,2.60347206860199
"TE","Eric Ebron (7852418)","Eric Ebron",7852418,3900,"Det@NO 01:00PM ET","Det","Eric","Ebron","NO",14.08,12.8,7.8,12.9152114383725,13.3117351659702,5,0.124378109452736,1,0,12.4566089482152
"WR","Tavon Austin (7852283)","Tavon Austin",7852283,3900,"LA@NE 01:00PM ET","LA","Tavon","Austin","NE",0,0,0,0,0,2,0.207446808510638,1,1,NA
"RB","Ryan Mathews (7852188)","Ryan Mathews",7852188,3900,"Phi@Cin 01:00PM ET","Phi","Ryan","Mathews","Cin",0,0,0,0,0,8,0.0284237726098191,1,0,NA
"RB","Damien Williams (7852197)","Damien Williams",7852197,3900,"Mia@Bal 01:00PM ET","Mia","Damien","Williams","Bal",2.64,4.501,2.9,3.53220231198604,3.62636463965631,6,0.0602409638554217,0,0,-0.265816055087317
"WR","Kenny Stills (7852329)","Kenny Stills",7852329,3900,"Mia@Bal 01:00PM ET","Mia","Kenny","Stills","Bal",9.72,7.301,4.1,8.10338179995993,8.36262229964536,3,0.153614457831325,0,1,2.17925741196428
"RB","DuJuan Harris (7852202)","DuJuan Harris",7852202,3900,"SF@Chi 01:00PM ET","SF","DuJuan","Harris","Chi",2.56,2.6,0.8,2.49245404948216,2.56712253615522,9,0.0251396648044693,0,0,0.166795475436489
"RB","DeAndre Washington (7852216)","DeAndre Washington",7852216,3900,"Buf@Oak 04:05PM ET","Oak","DeAndre","Washington","Buf",2.99,0,0,1.30511779690786,1.36367590534372,7,0.0382882882882883,0,0,NA
"WR","Eli Rogers (7852368)","Eli Rogers",7852368,3900,"NYG@Pit 04:25PM ET","Pit","Eli","Rogers","NYG",8.84,9.5,2.8,8.88275275262052,9.14551641753921,4,0.0988505747126437,1,1,0.899971755094088
"WR","J.J. Nelson (7852377)","J.J. Nelson",7852377,3900,"Was@Ari 04:25PM ET","Ari","J.J.","Nelson","Was",6.51,9.7,11.2,7.97149260287851,8.19051108933142,5,0.0895522388059701,0,1,0.179862079424713
"RB","Peyton Barber (7852245)","Peyton Barber",7852245,3900,"TB@SD 04:25PM ET","TB","Peyton","Barber","SD",3.41,2.4,0.6,2.75770271446709,2.84713109516278,11,0.0165094339622642,0,0,NA
"RB","Dion Lewis (7852162)","Dion Lewis",7852162,3800,"LA@NE 01:00PM ET","NE","Dion","Lewis","LA",10.05,10.8,7.8,10.0984251801096,10.3971521627492,8,0.030379746835443,0,0,4.23094075321468
"RB","Chris Ivory (7852168)","Chris Ivory",7852168,3800,"Den@Jax 01:00PM ET","Jax","Chris","Ivory","Den",0,0,0,0,0,7,0.0463576158940397,1,0,NA
"TE","C.J. Fiedorowicz (7852435)","C.J. Fiedorowicz",7852435,3800,"Hou@GB 01:00PM ET","Hou","C.J.","Fiedorowicz","GB",10.06,7.9,10.4,8.56910417726725,8.84066463815557,3,0.146766169154229,1,0,5.98387758186881
"RB","Terrance West (7852195)","Terrance West",7852195,3800,"Mia@Bal 01:00PM ET","Bal","Terrance","West","Mia",10.55,9.9,21.8,9.84070080307065,10.1407283420733,7,0.0622222222222222,1,0,1.76510653055151
"RB","Paul Perkins (7852228)","Paul Perkins",7852228,3800,"NYG@Pit 04:25PM ET","NYG","Paul","Perkins","Pit",7.22,8.201,3.8,7.48811768408389,7.70688832410479,8,0.044811320754717,0,0,0.390265198276783
"WR","John Brown (7852375)","John Brown",7852375,3800,"Was@Ari 04:25PM ET","Ari","John","Brown","Was",7.17,9.402,0,8.10092163878456,8.33003540550617,4,0.132196162046908,0,1,0.0327220871332862
"RB","Cameron Artis-Payne (7852254)","Cameron Artis-Payne",7852254,3800,"Car@Sea 08:30PM ET","Car","Cameron","Artis-Payne","Sea",0,0,0,0,0,10,0.0025,0,0,NA
"RB","T.J. Yeldon (7852173)","T.J. Yeldon",7852173,3700,"Den@Jax 01:00PM ET","Jax","T.J.","Yeldon","Den",8.1,16,11.2,11.9973189566195,12.3069194254342,5,0.103752759381898,0,0,2.31211154232716
"RB","Kenneth Dixon (7852198)","Kenneth Dixon",7852198,3700,"Mia@Bal 01:00PM ET","Bal","Kenneth","Dixon","Mia",10.38,12.2,11.7,10.982868392968,11.3012677298162,8,0.0377777777777778,0,0,2.17918878032392
"RB","Chris Thompson (7852232)","Chris Thompson",7852232,3700,"Was@Ari 04:25PM ET","Was","Chris","Thompson","Ari",7.83,8.5,5.5,7.91303634117884,8.14658420852753,5,0.0951327433628319,0,0,0.641342164036464
"RB","Kenneth Farrow (7852244)","Kenneth Farrow",7852244,3700,"TB@SD 04:25PM ET","SD","Kenneth","Farrow","TB",1.3,2.303,1.5,1.78381413218985,1.83097536796211,11,0.00740740740740741,0,0,-0.0824678237333261
"WR","Tyler Lockett (7852401)","Tyler Lockett",7852401,3700,"Car@Sea 08:30PM ET","Sea","Tyler","Lockett","Car",8.02,9.901,24.8,8.73637035953323,8.98684872985937,4,0.137142857142857,0,0,0.79674703054443
"WR","Malcolm Mitchell (7852286)","Malcolm Mitchell",7852286,3600,"LA@NE 01:00PM ET","NE","Malcolm","Mitchell","LA",7.87,8.4,16.2,7.87761038878518,8.11099811225963,6,0.0683544303797468,0,1,9.05729243888578
"RB","Kenjon Barner (7852189)","Kenjon Barner",7852189,3600,"Phi@Cin 01:00PM ET","Phi","Kenjon","Barner","Cin",2.69,1.8,1.2,2.12611252350594,2.19577877537143,11,0.0103359173126615,0,0,0.082958665464241
"WR","Adam Humphries (7852391)","Adam Humphries",7852391,3600,"TB@SD 04:25PM ET","TB","Adam","Humphries","SD",7.91,11.101,3.9,9.32298465944645,9.58263107737425,2,0.160377358490566,0,1,1.82055667846575
"TE","Cameron Brate (7852486)","Cameron Brate",7852486,3600,"TB@SD 04:25PM ET","TB","Cameron","Brate","SD",9.28,11.1,20.6,9.9209817770932,10.2074591677826,3,0.143867924528302,1,0,4.73944201763615
"RB","Knile Davis (7852140)","Knile Davis",7852140,3500,"KC@Atl 01:00PM ET","KC","Knile","Davis","Atl",0,0,0,0,0,11,0.00985221674876847,0,0,NA
"RB","Dwayne Washington (7852157)","Dwayne Washington",7852157,3500,"Det@NO 01:00PM ET","Det","Dwayne","Washington","NO",4.91,5.8,6,5.21055864072003,5.3614440168611,8,0.0124378109452736,0,0,0.651371150561928
"TE","Coby Fleener (7852416)","Coby Fleener",7852416,3500,"Det@NO 01:00PM ET","NO","Coby","Fleener","Det",9.67,7.3,13.6,8.08155708763706,8.33981835473995,4,0.126086956521739,1,0,4.58109723383519
"WR","Allen Hurns (7852296)","Allen Hurns",7852296,3500,"Den@Jax 01:00PM ET","Jax","Allen","Hurns","Den",0,0,0,0,0,2,0.172185430463576,1,1,NA
"RB","Akeem Hunt (7852185)","Akeem Hunt",7852185,3500,"Hou@GB 01:00PM ET","Hou","Akeem","Hunt","GB",1.85,2.301,0,2.02388596774147,2.08181876192165,12,0.00497512437810945,0,0,-0.00362300073659244
"RB","Rex Burkhead (7852190)","Rex Burkhead",7852190,3500,"Phi@Cin 01:00PM ET","Cin","Rex","Burkhead","Phi",4.8,6.4,9.6,5.47985860712148,5.63425085122259,10,0.0119617224880383,0,0,0.0515724716772783
"WR","Torrey Smith (7852338)","Torrey Smith",7852338,3500,"SF@Chi 01:00PM ET","SF","Torrey","Smith","Chi",8.4,8.2,0,8.00318089490372,8.24506142387255,3,0.134078212290503,0,0,1.42455633369978
"RB","Andre Ellington (7852229)","Andre Ellington",7852229,3500,"Was@Ari 04:25PM ET","Ari","Andre","Ellington","Was",2.77,2.8,2.5,2.68988928574216,2.77055760914242,9,0.0298507462686567,0,0,0.0934457401924398
"WR","Danny Amendola (7852279)","Danny Amendola",7852279,3400,"LA@NE 01:00PM ET","NE","Danny","Amendola","LA",6.06,4.101,6,4.81346974586277,4.97083746241765,7,0.0658227848101266,0,1,0.387008859431824
"WR","Eddie Royal (7852336)","Eddie Royal",7852336,3400,"SF@Chi 01:00PM ET","Chi","Eddie","Royal","SF",0,10.5,0,5.55300083645603,5.65207148018446,4,0.109223300970874,0,1,NA
"WR","Percy Harvin (7852350)","Percy Harvin",7852350,3400,"Buf@Oak 04:05PM ET","Buf","Percy","Harvin","Oak",0,0,0,0,0,14,0.0124610591900312,0,0,NA
"WR","Marquise Goodwin (7852351)","Marquise Goodwin",7852351,3400,"Buf@Oak 04:05PM ET","Buf","Marquise","Goodwin","Oak",9.52,11.7,7.5,10.3430547297548,10.639893616482,3,0.14018691588785,0,1,1.51333308553177
"RB","Matt Jones (7852236)","Matt Jones",7852236,3400,"Was@Ari 04:25PM ET","Was","Matt","Jones","Ari",0,0,0,0,0,8,0.0243362831858407,1,0,NA
"WR","Russell Shepard (7852385)","Russell Shepard",7852385,3400,"TB@SD 04:25PM ET","TB","Russell","Shepard","SD",6.51,4.9,2.5,5.43297793478433,5.60670698410424,6,0.0518867924528302,0,1,0.15739444937906
"RB","Christine Michael (7852179)","Christine Michael",7852179,3300,"Hou@GB 01:00PM ET","GB","Christine","Michael","Hou",2.48,1.1,1.9,1.66424867598613,1.72319744142307,0,0,1,0,NA
"WR","Jeremy Kerley (7852339)","Jeremy Kerley",7852339,3300,"SF@Chi 01:00PM ET","SF","Jeremy","Kerley","Chi",8.12,10.601,2.8,9.15021983994271,9.40926138501582,1,0.223463687150838,1,1,2.00391974993664
"RB","Jalen Richard (7852217)","Jalen Richard",7852217,3300,"Buf@Oak 04:05PM ET","Oak","Jalen","Richard","Buf",5.19,6.501,5.3,5.70297708549185,5.86595087367705,6,0.0608108108108108,0,0,0.665041334990504
"WR","Victor Cruz (7852360)","Victor Cruz",7852360,3300,"NYG@Pit 04:25PM ET","NYG","Victor","Cruz","Pit",7.34,8.501,0,7.69915416041468,7.92310554845448,3,0.117924528301887,0,0,-0.707815955001182
"TE","Vernon Davis (7852475)","Vernon Davis",7852475,3300,"Was@Ari 04:25PM ET","Was","Vernon","Davis","Ari",11.2,11.6,9.7,11.0234793415514,11.3522769131116,6,0.086283185840708,1,0,8.69369209378783
"WR","Devin Funchess (7852403)","Devin Funchess",7852403,3300,"Car@Sea 08:30PM ET","Car","Devin","Funchess","Sea",6.18,5.701,6.4,5.71202061146906,5.88683496526637,4,0.115,0,0,-0.167007833154674
"WR","Albert Wilson (7852261)","Albert Wilson",7852261,3200,"KC@Atl 01:00PM ET","KC","Albert","Wilson","Atl",7.43,10.2,20.3,8.63749592087921,8.87924993655219,5,0.105911330049261,0,0,0.857000226038941
"WR","Brian Quick (7852282)","Brian Quick",7852282,3200,"LA@NE 01:00PM ET","LA","Brian","Quick","NE",8.58,7.401,9.8,7.65866408125037,7.89652160799417,4,0.132978723404255,0,1,-0.310745249955975
"RB","Denard Robinson (7852169)","Denard Robinson",7852169,3200,"Den@Jax 01:00PM ET","Jax","Denard","Robinson","Den",6.89,4.6,7.4,5.44018858168229,5.61852920880868,13,0.00662251655629139,0,0,0.762888222792256
"RB","Shaun Draughn (7852201)","Shaun Draughn",7852201,3200,"SF@Chi 01:00PM ET","SF","Shaun","Draughn","Chi",4.36,3.5,2,3.75411519337328,3.8725278224802,7,0.0642458100558659,1,0,0.638762342766306
"WR","Deonte Thompson (7852337)","Deonte Thompson",7852337,3200,"SF@Chi 01:00PM ET","Chi","Deonte","Thompson","SF",4.8,5.1,2.9,4.79234421784597,4.93447057272356,10,0.0339805825242718,0,0,0.988825203755846
"WR","Quinton Patton (7852345)","Quinton Patton",7852345,3200,"SF@Chi 01:00PM ET","SF","Quinton","Patton","Chi",7.94,10.3,0,8.91299370882448,9.16567942677964,2,0.156424581005587,0,1,0.592156712659533
"WR","Sammie Coates (7852367)","Sammie Coates",7852367,3200,"NYG@Pit 04:25PM ET","Pit","Sammie","Coates","NYG",7.18,3.9,0,5.19657185739122,5.37398732391445,4,0.0988505747126437,1,1,-0.235226513928146
"WR","Chris Conley (7852263)","Chris Conley",7852263,3100,"KC@Atl 01:00PM ET","KC","Chris","Conley","Atl",7.77,11.301,0,9.36764690944633,9.62643853602356,2,0.140394088669951,0,0,1.60531687360133
"WR","Breshad Perriman (7852334)","Breshad Perriman",7852334,3100,"Mia@Bal 01:00PM ET","Bal","Breshad","Perriman","Mia",6.73,6.1,13.9,6.16363533602852,6.35299536799485,4,0.1,0,0,0.885722033500152
"WR","Leonte Carroo (7852335)","Leonte Carroo",7852335,3100,"Mia@Bal 01:00PM ET","Mia","Leonte","Carroo","Bal",7.55,1,0,3.82438878327358,3.98168820263975,12,0.0120481927710843,0,0,0.862531754381109
"TE","Dennis Pitta (7852447)","Dennis Pitta",7852447,3100,"Mia@Bal 01:00PM ET","Bal","Dennis","Pitta","Mia",10.24,8.002,29,8.70055886388155,8.97658809200729,2,0.171111111111111,1,0,0.556588153036641
"RB","Anthony Sherman (7852138)","Anthony Sherman",7852138,3000,"KC@Atl 01:00PM ET","KC","Anthony","Sherman","Atl",0,0,0,0,0,0,0,0,0,NA
"RB","Patrick DiMarco (7852139)","Patrick DiMarco",7852139,3000,"KC@Atl 01:00PM ET","Atl","Patrick","DiMarco","KC",0,0,0,0,0,0,0,0,0,NA
"RB","Terron Ward (7852142)","Terron Ward",7852142,3000,"KC@Atl 01:00PM ET","Atl","Terron","Ward","KC",0,0,0,0,0,12,0.00519480519480519,0,0,NA
"WR","Eric Weems (7852256)","Eric Weems",7852256,3000,"KC@Atl 01:00PM ET","Atl","Eric","Weems","KC",0,0,0,0,0,0,0,0,0,NA
"WR","Aldrick Robinson (7852258)","Aldrick Robinson",7852258,3000,"KC@Atl 01:00PM ET","Atl","Aldrick","Robinson","KC",0,1.3,9.8,0.687514389275508,0.699780278499028,9,0.0415584415584416,0,0,NA
"WR","Justin Hardy (7852262)","Justin Hardy",7852262,3000,"KC@Atl 01:00PM ET","Atl","Justin","Hardy","KC",5.06,4.601,1.5,4.6414041106651,4.78390482527055,8,0.0441558441558442,0,0,0.534990167285421
"WR","De'Anthony Thomas (7852264)","De'Anthony Thomas",7852264,3000,"KC@Atl 01:00PM ET","KC","De'Anthony","Thomas","Atl",2.42,1.3,2.3,1.74383046570261,1.80349121192104,9,0.0147783251231527,0,0,NA
"WR","Demarcus Robinson (7852265)","Demarcus Robinson",7852265,3000,"KC@Atl 01:00PM ET","KC","Demarcus","Robinson","Atl",0,0,0,0,0,0,0,0,0,NA
"RB","Justin Forsett (7852147)","Justin Forsett",7852147,3000,"Det@NO 01:00PM ET","Det","Justin","Forsett","NO",0,0,0,0,0,10,0.00746268656716418,0,0,NA
"RB","John Kuhn (7852148)","John Kuhn",7852148,3000,"Det@NO 01:00PM ET","NO","John","Kuhn","Det",0,2.2,8.5,1.16348588954317,1.18424354822912,0,0,0,0,-0.142397910456561
"RB","Travaris Cadet (7852149)","Travaris Cadet",7852149,3000,"Det@NO 01:00PM ET","NO","Travaris","Cadet","Det",0,1.201,10.3,0.634628667023546,0.645951026306795,6,0.0760869565217391,0,0,-0.576734010583286
"RB","Marcus Murphy (7852152)","Marcus Murphy",7852152,3000,"Det@NO 01:00PM ET","NO","Marcus","Murphy","Det",0,0,0,0,0,13,0.00217391304347826,0,0,NA
"RB","Michael Burton (7852153)","Michael Burton",7852153,3000,"Det@NO 01:00PM ET","Det","Michael","Burton","NO",0,0,0,0,0,0,0,0,0,NA
"RB","Zach Zenner (7852154)","Zach Zenner",7852154,3000,"Det@NO 01:00PM ET","Det","Zach","Zenner","NO",0,1.9,4,1.00482872278728,1.02275579165243,0,0,0,0,0.223993534040631
"RB","Daniel Lasco (7852156)","Daniel Lasco",7852156,3000,"Det@NO 01:00PM ET","NO","Daniel","Lasco","Det",0,0,0,0,0,12,0.00869565217391304,0,0,NA
"WR","Andre Roberts (7852269)","Andre Roberts",7852269,3000,"Det@NO 01:00PM ET","Det","Andre","Roberts","NO",2.74,6.001,7.5,4.36913757041122,4.47941131235063,6,0.0348258706467662,0,0,0.177831404766111
"WR","Brandon Coleman (7852272)","Brandon Coleman",7852272,3000,"Det@NO 01:00PM ET","NO","Brandon","Coleman","Det",6.31,1.3,0,3.4417930844222,3.5776381255622,7,0.0543478260869565,0,0,0.370531575426999
"WR","Tommylee Lewis (7852275)","Tommylee Lewis",7852275,3000,"Det@NO 01:00PM ET","NO","Tommylee","Lewis","Det",0,0,0,0,0,11,0.0239130434782609,0,0,NA
"WR","Jake Lampman (7852277)","Jake Lampman",7852277,3000,"Det@NO 01:00PM ET","NO","Jake","Lampman","Det",0,0,0,0,0,0,0,0,0,NA
"RB","Chase Reynolds (7852158)","Chase Reynolds",7852158,3000,"LA@NE 01:00PM ET","LA","Chase","Reynolds","NE",0,0,0,0,0,0,0,0,0,NA
"RB","James Develin (7852159)","James Develin",7852159,3000,"LA@NE 01:00PM ET","NE","James","Develin","LA",0,0,0,0,0,0,0,0,0,NA
"RB","Brandon Bolden (7852161)","Brandon Bolden",7852161,3000,"LA@NE 01:00PM ET","NE","Brandon","Bolden","LA",0,0,0,0,0,10,0.010126582278481,0,0,NA
"RB","Malcolm Brown (7852165)","Malcolm Brown",7852165,3000,"LA@NE 01:00PM ET","LA","Malcolm","Brown","NE",0,0,0,0,0,10,0.00531914893617021,0,0,NA
"RB","D.J. Foster (7852166)","D.J. Foster",7852166,3000,"LA@NE 01:00PM ET","NE","D.J.","Foster","LA",0,0,0,0,0,11,0.00506329113924051,0,0,NA
"WR","Matthew Slater (7852278)","Matthew Slater",7852278,3000,"LA@NE 01:00PM ET","NE","Matthew","Slater","LA",0,0,0,0,0,13,0.00253164556962025,0,0,NA
"WR","Bradley Marquez (7852285)","Bradley Marquez",7852285,3000,"LA@NE 01:00PM ET","LA","Bradley","Marquez","NE",1.43,2.6,0,1.99921555098521,2.05175338129288,8,0.0159574468085106,0,0,NA
"WR","Pharoh Cooper (7852287)","Pharoh Cooper",7852287,3000,"LA@NE 01:00PM ET","LA","Pharoh","Cooper","NE",0,7.5,1.8,3.96642916889716,4.03719391441747,9,0.00797872340425532,0,0,-0.796841807866373
"WR","Mike Thomas (7852288)","Mike Thomas",7852288,3000,"LA@NE 01:00PM ET","LA","Mike","Thomas","NE",0,2.8,0,1.48080022305494,1.50721906138252,10,0.00531914893617021,0,0,NA
"RB","Juwan Thompson (7852170)","Juwan Thompson",7852170,3000,"Den@Jax 01:00PM ET","Den","Juwan","Thompson","Jax",0,1.2,0.5,0.634628667023546,0.645951026306795,0,0,0,0,NA
"RB","Corey Grant (7852171)","Corey Grant",7852171,3000,"Den@Jax 01:00PM ET","Jax","Corey","Grant","Den",0,0,0.2,0,0,14,0.0022075055187638,0,0,NA
"RB","Andy Janovich (7852174)","Andy Janovich",7852174,3000,"Den@Jax 01:00PM ET","Den","Andy","Janovich","Jax",0,0,0,0,0,0,0,0,0,NA
