"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Actual_fpts","RankTargets","RollingTargetPctg","FreqInd","TierRank","ValueWR"
"TE","Maxx Williams",2500,"CLE@BAL 01:00PM ET",1.5,"BAL","CLE",0,4.2,0,0,0,0,0,0
"TE","David Njoku",2500,"CLE@BAL 01:00PM ET",4,"CLE","BAL",0,4.8,0,0,0,0,0,0
"TE","Ed Dickson",2500,"BUF@CAR 01:00PM ET",0,"CAR","BUF",0,0,0,0,0,0,0,0
"TE","Logan Thomas",2500,"BUF@CAR 01:00PM ET",0,"BUF","CAR",0,0,0,0,0,0,0,0
"TE","Chris Manhertz",2500,"BUF@CAR 01:00PM ET",0,"CAR","BUF",0,0,0,0,0,0,0,0
"TE","Nick O'Leary",2500,"BUF@CAR 01:00PM ET",3.2,"BUF","CAR",0,1.6,0,0,0,0,0,0
"TE","Khari Lee",2500,"BUF@CAR 01:00PM ET",0,"BUF","CAR",0,0,0,0,0,0,0,0
"TE","Ifeanyi Momah",2500,"ARI@IND 01:00PM ET",0,"ARI","IND",0,0,0,0,0,0,0,0
"TE","Brandon Williams",2500,"ARI@IND 01:00PM ET",0,"IND","ARI",0,0,0,0,0,0,0,0
"TE","Troy Niklas",2500,"ARI@IND 01:00PM ET",0,"ARI","IND",0,3.1,0,0,0,0,0,0
"TE","Darrell Daniels",2500,"ARI@IND 01:00PM ET",0,"IND","ARI",0,0,0,0,0,0,0,0
"TE","Marcedes Lewis",2500,"TEN@JAX 01:00PM ET",0,"JAX","TEN",0,5.3,0,0,0,0,0,0
"TE","Beau Brinkley",2500,"TEN@JAX 01:00PM ET",0,"TEN","JAX",0,0,0,0,0,0,0,0
"TE","James O'Shaughnessy",2500,"TEN@JAX 01:00PM ET",2.8,"JAX","TEN",0,2.1,0,0,0,0,0,0
"TE","Ben Koyack",2500,"TEN@JAX 01:00PM ET",0,"JAX","TEN",0,3.2,0,0,0,0,0,0
"TE","Phillip Supernaw",2500,"TEN@JAX 01:00PM ET",0,"TEN","JAX",0,0,0,0,0,0,0,0
"TE","Jonnu Smith",2500,"TEN@JAX 01:00PM ET",0,"TEN","JAX",0,1.9,0,0,0,0,0,0
"TE","Brent Celek",2500,"PHI@KC 01:00PM ET",2.1,"PHI","KC",0,1.4,0,0,0,0,0,0
"TE","James Winchester",2500,"PHI@KC 01:00PM ET",0,"KC","PHI",0,0,0,0,0,0,0,0
"TE","Trey Burton",2500,"PHI@KC 01:00PM ET",0,"PHI","KC",0,1.6,0,0,0,0,0,0
"TE","Ross Travis",2500,"PHI@KC 01:00PM ET",0,"KC","PHI",0,0,0,0,0,0,0,0
"TE","Michael Hoomanawanui",2500,"NE@NO 01:00PM ET",0,"NO","NE",0,0,0,0,0,0,0,0
"TE","Dwayne Allen",2500,"NE@NO 01:00PM ET",0,"NE","NO",0,3.6,0,0,0,0,0,0
"TE","Josh Hill",2500,"NE@NO 01:00PM ET",0,"NO","NE",0,4.7,0,0,0,0,0,0
"TE","Jacob Hollister",2500,"NE@NO 01:00PM ET",0,"NE","NO",0,0,0,0,0,0,0,0
"TE","Kevin McDermott",2500,"MIN@PIT 01:00PM ET",0,"MIN","PIT",0,0,0,0,0,0,0,0
"TE","Blake Bell",2500,"MIN@PIT 01:00PM ET",0,"MIN","PIT",0,0,0,0,0,0,0,0
"TE","Xavier Grimble",2500,"MIN@PIT 01:00PM ET",0,"PIT","MIN",0,0,0,0,0,0,0,0
"TE","David Morgan",2500,"MIN@PIT 01:00PM ET",0,"MIN","PIT",0,2.8,0,0,0,0,0,0
"TE","Andrew DePaola",2500,"CHI@TB 01:00PM ET",0,"CHI","TB",0,0,0,0,0,0,0,0
"TE","Luke Stocker",2500,"CHI@TB 01:00PM ET",0,"TB","CHI",0,0,0,0,0,0,0,0
"TE","Dion Sims",2500,"CHI@TB 01:00PM ET",5.1,"CHI","TB",0,4.3,0,0,0,0,0,0
"TE","Daniel Brown",2500,"CHI@TB 01:00PM ET",0,"CHI","TB",0,0,0,0,0,0,0,0
"TE","Alan Cross",2500,"CHI@TB 01:00PM ET",0,"TB","CHI",0,0,0,0,0,0,0,0
"TE","Adam Shaheen",2500,"CHI@TB 01:00PM ET",0,"CHI","TB",0,1.2,0,0,0,0,0,0
"TE","Antony Auclair",2500,"CHI@TB 01:00PM ET",0,"TB","CHI",0,0,0,0,0,0,0,0
